transaction_id,transaction_date,customer_id,product_id,channel_id,region,segment,sales_amount,estimated_revenue,sales_stage,is_new_customer_sale,source_system
TXN0001248,2026-02-02,CUST00074,P003,C002,Midwest,Borrower,15919.7,509.43,Abandoned,False,loan_origination
TXN0001249,2025-11-04,CUST00379,P001,C004,West,Emerging Affluent,22321.29,133.93,Approved,False,crm
TXN0001250,2025-08-02,CUST00206,P002,C003,West,Borrower,35247.18,140.99,Abandoned,False,campaign_platform
TXN0001251,2026-02-02,CUST00236,P004,C004,Midwest,Digital Native,15191.64,121.53,Funded,True,crm
TXN0001252,2026-08-06,CUST00126,P002,C002,Northeast,Mass Affluent,28949.64,115.8,Funded,False,loan_origination
TXN0001253,2026-02-23,CUST00461,P004,C005,West,Rate Shopper,17343.35,138.75,Funded,False,campaign_platform
TXN0001254,2025-02-22,CUST00154,P005,C004,Southwest,Digital Native,3878.89,159.03,Funded,False,crm
TXN0001255,2026-03-19,CUST00338,P004,C005,Southwest,Borrower,25531.77,204.25,Funded,False,crm
TXN0001256,2026-02-16,CUST00140,P005,C002,Midwest,Digital Native,4297.33,176.19,Funded,False,crm
TXN0001257,2025-09-09,CUST00211,P003,C004,West,Mass Affluent,16313.29,522.03,Abandoned,False,marcus_web
TXN0001258,2025-03-29,CUST00347,P001,C001,West,Digital Native,15542.69,93.26,Funded,False,marcus_web
TXN0001259,2026-01-01,CUST00170,P001,C003,Northeast,Borrower,19047.46,114.28,Funded,False,loan_origination
TXN0001260,2026-04-03,CUST00320,P003,C005,Northeast,Borrower,17274.19,552.77,Funded,False,loan_origination
TXN0001261,2025-06-13,CUST00156,P001,C005,Southwest,Digital Native,20937.84,125.63,Funded,False,campaign_platform
TXN0001262,2026-04-26,CUST00082,P005,C005,West,Borrower,2824.62,115.81,Funded,False,crm
TXN0001263,2026-04-01,CUST00500,P001,C002,West,Emerging Affluent,19463.82,116.78,Application Started,False,campaign_platform
TXN0001264,2026-01-07,CUST00088,P001,C005,Southwest,Digital Native,19022.88,114.14,Abandoned,False,crm
TXN0001265,2026-08-04,CUST00230,P001,C004,Northeast,Digital Native,14808.22,88.85,Funded,False,crm
TXN0001266,2026-02-08,CUST00070,P005,C003,Southeast,Digital Native,4048.31,165.98,Application Started,True,crm
TXN0001267,2025-03-27,CUST00493,P003,C003,Southeast,Borrower,5604.25,179.34,Funded,False,campaign_platform
TXN0001268,2025-07-16,CUST00087,P003,C003,Southwest,Borrower,26011.3,832.36,Funded,False,marcus_web
TXN0001269,2025-02-23,CUST00251,P003,C002,Northeast,Emerging Affluent,9844.0,315.01,Funded,False,loan_origination
TXN0001270,2025-03-24,CUST00021,P003,C004,Southeast,Mass Affluent,8141.68,260.53,Funded,True,marcus_web
TXN0001271,2025-11-06,CUST00377,P005,C001,Northeast,Mass Affluent,1423.38,58.36,Funded,True,loan_origination
TXN0001272,2026-01-11,CUST00357,P004,C003,Southwest,Mass Affluent,33373.43,266.99,Approved,False,campaign_platform
TXN0001273,2025-12-21,CUST00209,P003,C002,Northeast,Mass Affluent,13259.21,424.29,Funded,True,campaign_platform
TXN0001274,2026-06-06,CUST00471,P001,C003,Southeast,Emerging Affluent,10161.99,60.97,Application Started,True,crm
TXN0001275,2025-03-18,CUST00413,P001,C002,Midwest,Digital Native,19020.94,114.13,Funded,True,marcus_web
TXN0001276,2025-01-14,CUST00443,P001,C001,Northeast,Mass Affluent,20071.05,120.43,Approved,False,marcus_web
TXN0001277,2025-12-05,CUST00080,P005,C004,Midwest,Digital Native,3319.24,136.09,Funded,False,crm
TXN0001278,2025-04-04,CUST00471,P001,C002,Southeast,Emerging Affluent,15096.59,90.58,Approved,True,campaign_platform
TXN0001279,2025-02-21,CUST00406,P002,C002,Northeast,Rate Shopper,25074.47,100.3,Funded,True,crm
TXN0001280,2025-07-10,CUST00363,P004,C005,Midwest,Rate Shopper,14546.74,116.37,Funded,False,marcus_web
TXN0001281,2025-01-07,CUST00227,P002,C005,Midwest,Borrower,49429.84,197.72,Funded,False,crm
TXN0001282,2025-07-12,CUST00359,P001,C001,Midwest,Rate Shopper,26166.65,157.0,Funded,False,crm
TXN0001283,2025-10-31,CUST00084,P004,C005,Southeast,Rate Shopper,14647.74,117.18,Funded,False,loan_origination
TXN0001284,2025-01-08,CUST00377,P002,C005,Northeast,Mass Affluent,20308.67,81.23,Funded,False,loan_origination
TXN0001285,2025-03-05,CUST00145,P002,C001,Northeast,Emerging Affluent,35014.27,140.06,Approved,False,campaign_platform
TXN0001286,2025-04-01,CUST00041,P004,C001,West,Mass Affluent,24718.49,197.75,Funded,False,loan_origination
TXN0001287,2026-08-06,CUST00358,P005,C001,Northeast,Rate Shopper,3032.69,124.34,Funded,False,campaign_platform
TXN0001288,2026-05-16,CUST00190,P004,C003,Midwest,Borrower,36689.48,293.52,Funded,False,crm
TXN0001289,2025-02-13,CUST00117,P005,C002,Southwest,Mass Affluent,2782.46,114.08,Application Started,False,campaign_platform
TXN0001290,2025-06-06,CUST00238,P004,C004,Midwest,Borrower,14633.01,117.06,Funded,False,campaign_platform
TXN0001291,2025-11-21,CUST00487,P001,C002,West,Emerging Affluent,8639.3,51.84,Funded,False,campaign_platform
TXN0001292,2026-08-31,CUST00406,P002,C002,Northeast,Rate Shopper,39945.54,159.78,Abandoned,True,marcus_web
TXN0001293,2025-10-05,CUST00201,P004,C002,Northeast,Digital Native,21159.23,169.27,Funded,False,loan_origination
TXN0001294,2026-09-14,CUST00117,P002,C004,Southwest,Mass Affluent,28688.24,114.75,Approved,False,crm
TXN0001295,2025-04-19,CUST00250,P001,C003,Midwest,Rate Shopper,23082.83,138.5,Funded,False,crm
TXN0001296,2026-03-03,CUST00266,P004,C002,Midwest,Digital Native,24777.12,198.22,Funded,False,crm
TXN0001297,2026-03-16,CUST00174,P003,C005,Southwest,Emerging Affluent,9257.8,296.25,Funded,False,loan_origination
TXN0001298,2026-08-02,CUST00414,P002,C003,Southeast,Borrower,18755.23,75.02,Abandoned,True,campaign_platform
TXN0001299,2025-08-03,CUST00190,P004,C002,Midwest,Borrower,33051.16,264.41,Application Started,False,campaign_platform
TXN0001300,2025-12-15,CUST00403,P003,C005,West,Borrower,11855.8,379.39,Funded,False,crm
TXN0001301,2026-08-10,CUST00462,P002,C003,West,Rate Shopper,33702.37,134.81,Funded,True,crm
TXN0001302,2025-01-20,CUST00251,P005,C004,Northeast,Emerging Affluent,3054.34,125.23,Funded,False,campaign_platform
TXN0001303,2025-11-26,CUST00385,P002,C005,Midwest,Digital Native,36579.33,146.32,Funded,False,loan_origination
TXN0001304,2025-07-17,CUST00035,P004,C004,Northeast,Mass Affluent,26374.94,211.0,Approved,True,crm
TXN0001305,2025-09-10,CUST00187,P001,C004,Northeast,Emerging Affluent,18082.16,108.49,Funded,False,crm
TXN0001306,2026-05-12,CUST00402,P003,C003,Midwest,Borrower,14891.33,476.52,Abandoned,False,crm
TXN0001307,2026-09-12,CUST00422,P002,C005,West,Digital Native,38177.73,152.71,Approved,True,loan_origination
TXN0001308,2025-01-12,CUST00128,P004,C004,Midwest,Mass Affluent,30591.89,244.74,Funded,True,loan_origination
TXN0001309,2025-03-22,CUST00013,P001,C004,Southeast,Borrower,10610.78,63.66,Abandoned,False,campaign_platform
TXN0001310,2026-03-31,CUST00285,P002,C005,Southwest,Digital Native,39008.31,156.03,Approved,True,loan_origination
TXN0001311,2026-09-14,CUST00234,P003,C002,Midwest,Mass Affluent,11602.72,371.29,Funded,False,marcus_web
TXN0001312,2026-05-04,CUST00027,P003,C005,Northeast,Mass Affluent,15374.74,491.99,Funded,False,campaign_platform
TXN0001313,2025-11-28,CUST00282,P001,C004,Midwest,Rate Shopper,13561.49,81.37,Application Started,True,loan_origination
TXN0001314,2025-02-10,CUST00166,P005,C005,Southwest,Digital Native,3807.81,156.12,Application Started,True,crm
TXN0001315,2025-05-24,CUST00255,P001,C001,Southwest,Rate Shopper,22442.91,134.66,Abandoned,True,loan_origination
TXN0001316,2025-03-25,CUST00498,P003,C003,Midwest,Rate Shopper,19529.68,624.95,Funded,False,campaign_platform
TXN0001317,2026-06-22,CUST00206,P005,C001,West,Borrower,1489.04,61.05,Funded,False,marcus_web
TXN0001318,2025-06-12,CUST00417,P002,C004,Southwest,Digital Native,35372.77,141.49,Funded,False,loan_origination
TXN0001319,2026-07-26,CUST00117,P002,C001,Southwest,Mass Affluent,40404.84,161.62,Funded,False,marcus_web
TXN0001320,2025-05-21,CUST00113,P002,C002,Midwest,Digital Native,29056.27,116.23,Funded,False,campaign_platform
TXN0001321,2026-05-20,CUST00010,P005,C003,Southeast,Digital Native,4954.64,203.14,Funded,True,crm
TXN0001322,2025-08-24,CUST00302,P001,C002,Northeast,Emerging Affluent,19468.85,116.81,Funded,True,marcus_web
TXN0001323,2025-06-18,CUST00298,P003,C005,West,Mass Affluent,12170.89,389.47,Funded,False,loan_origination
TXN0001324,2026-06-08,CUST00137,P005,C003,Midwest,Borrower,3587.54,147.09,Funded,False,loan_origination
TXN0001325,2025-09-24,CUST00172,P002,C003,Southwest,Borrower,16299.56,65.2,Funded,False,campaign_platform
TXN0001326,2025-02-12,CUST00105,P002,C001,Midwest,Mass Affluent,35558.06,142.23,Funded,True,crm
TXN0001327,2025-08-08,CUST00103,P005,C003,West,Digital Native,4764.58,195.35,Funded,True,crm
TXN0001328,2026-06-08,CUST00291,P003,C002,Southeast,Digital Native,8379.39,268.14,Funded,True,crm
TXN0001329,2026-05-27,CUST00441,P003,C002,Midwest,Emerging Affluent,19255.34,616.17,Funded,False,crm
TXN0001330,2026-07-29,CUST00472,P004,C004,Midwest,Emerging Affluent,19494.0,155.95,Funded,False,crm
TXN0001331,2025-01-01,CUST00040,P005,C001,Southeast,Rate Shopper,4135.97,169.57,Application Started,False,marcus_web
TXN0001332,2026-08-05,CUST00156,P004,C004,Southwest,Digital Native,13449.93,107.6,Abandoned,True,loan_origination
TXN0001333,2026-01-17,CUST00111,P002,C004,West,Mass Affluent,35722.58,142.89,Funded,False,marcus_web
TXN0001334,2026-04-13,CUST00155,P002,C003,Midwest,Mass Affluent,31520.55,126.08,Abandoned,False,crm
TXN0001335,2025-06-28,CUST00062,P001,C004,Southeast,Rate Shopper,20662.44,123.97,Funded,False,loan_origination
TXN0001336,2026-05-07,CUST00139,P001,C005,Southeast,Rate Shopper,18240.61,109.44,Funded,False,crm
TXN0001337,2025-01-31,CUST00034,P004,C004,Southeast,Digital Native,29973.62,239.79,Funded,True,marcus_web
TXN0001338,2025-10-15,CUST00296,P001,C001,Southeast,Digital Native,19551.56,117.31,Approved,False,crm
TXN0001339,2025-10-06,CUST00411,P003,C001,Northeast,Digital Native,17688.73,566.04,Funded,False,marcus_web
TXN0001340,2026-07-27,CUST00448,P005,C004,Southeast,Rate Shopper,3034.27,124.41,Abandoned,False,crm
TXN0001341,2026-01-08,CUST00367,P001,C003,Southeast,Mass Affluent,23121.49,138.73,Application Started,False,loan_origination
TXN0001342,2026-07-08,CUST00338,P003,C005,Southwest,Borrower,17060.97,545.95,Funded,False,loan_origination
TXN0001343,2026-02-16,CUST00209,P002,C005,Northeast,Mass Affluent,8203.97,32.82,Approved,True,campaign_platform
TXN0001344,2026-01-04,CUST00346,P005,C004,Northeast,Digital Native,5510.09,225.91,Abandoned,True,loan_origination
TXN0001345,2026-01-03,CUST00454,P002,C003,Northeast,Rate Shopper,20683.12,82.73,Funded,False,marcus_web
TXN0001346,2026-09-06,CUST00176,P005,C002,Southeast,Rate Shopper,2228.99,91.39,Funded,False,crm
TXN0001347,2025-07-30,CUST00436,P005,C002,West,Borrower,3708.9,152.06,Application Started,False,marcus_web
TXN0001348,2025-01-05,CUST00267,P001,C005,West,Borrower,12354.33,74.13,Funded,False,crm
TXN0001349,2026-05-16,CUST00379,P002,C003,West,Emerging Affluent,38377.81,153.51,Approved,False,campaign_platform
TXN0001350,2026-08-14,CUST00268,P004,C002,West,Emerging Affluent,30374.38,243.0,Funded,False,marcus_web
TXN0001351,2025-07-12,CUST00116,P004,C002,Midwest,Borrower,18567.53,148.54,Abandoned,False,campaign_platform
TXN0001352,2025-09-05,CUST00074,P001,C003,Midwest,Borrower,4974.73,29.85,Approved,False,crm
TXN0001353,2025-01-25,CUST00278,P001,C002,Southwest,Digital Native,23248.63,139.49,Funded,False,marcus_web
TXN0001354,2025-05-02,CUST00035,P003,C004,Northeast,Mass Affluent,14932.39,477.84,Funded,False,campaign_platform
TXN0001355,2025-12-18,CUST00006,P005,C003,West,Mass Affluent,2616.91,107.29,Funded,False,campaign_platform
TXN0001356,2025-02-12,CUST00326,P005,C005,Midwest,Digital Native,3696.45,151.55,Funded,False,campaign_platform
TXN0001357,2025-09-19,CUST00164,P003,C001,Northeast,Emerging Affluent,11421.59,365.49,Funded,False,marcus_web
TXN0001358,2025-12-26,CUST00217,P005,C005,West,Emerging Affluent,1080.52,44.3,Abandoned,False,marcus_web
TXN0001359,2025-03-30,CUST00195,P001,C004,Midwest,Rate Shopper,10205.89,61.24,Funded,False,marcus_web
TXN0001360,2025-09-05,CUST00233,P004,C003,Northeast,Borrower,23516.66,188.13,Funded,False,loan_origination
TXN0001361,2025-08-10,CUST00159,P005,C004,West,Rate Shopper,2822.06,115.7,Funded,False,marcus_web
TXN0001362,2025-03-12,CUST00479,P005,C004,Midwest,Borrower,2872.18,117.76,Funded,False,campaign_platform
TXN0001363,2025-09-17,CUST00411,P005,C001,Northeast,Digital Native,1711.42,70.17,Funded,False,loan_origination
TXN0001364,2025-10-25,CUST00438,P002,C001,Midwest,Rate Shopper,19501.53,78.01,Funded,False,crm
TXN0001365,2026-05-09,CUST00496,P001,C002,West,Emerging Affluent,17329.34,103.98,Approved,False,crm
TXN0001366,2025-11-06,CUST00396,P004,C001,Northeast,Digital Native,22071.01,176.57,Funded,False,campaign_platform
TXN0001367,2025-04-14,CUST00118,P004,C001,Northeast,Rate Shopper,24098.15,192.79,Abandoned,False,marcus_web
TXN0001368,2026-03-17,CUST00225,P004,C003,Southwest,Emerging Affluent,25519.12,204.15,Funded,False,loan_origination
TXN0001369,2026-03-05,CUST00326,P005,C001,Midwest,Digital Native,2306.66,94.57,Funded,False,marcus_web
TXN0001370,2026-05-02,CUST00045,P003,C003,Midwest,Digital Native,15176.17,485.64,Funded,False,crm
TXN0001371,2025-03-30,CUST00062,P001,C002,Southeast,Rate Shopper,9584.1,57.5,Funded,False,loan_origination
TXN0001372,2025-03-10,CUST00286,P003,C004,West,Borrower,11287.91,361.21,Abandoned,False,campaign_platform
TXN0001373,2025-08-26,CUST00060,P005,C001,Midwest,Digital Native,3478.64,142.62,Approved,False,loan_origination
TXN0001374,2025-04-26,CUST00031,P005,C001,Southeast,Mass Affluent,4104.66,168.29,Funded,True,marcus_web
TXN0001375,2025-09-07,CUST00156,P002,C003,Southwest,Digital Native,37875.88,151.5,Funded,False,campaign_platform
TXN0001376,2026-02-02,CUST00110,P001,C002,Midwest,Digital Native,9300.92,55.81,Funded,False,marcus_web
TXN0001377,2025-05-29,CUST00075,P002,C005,Northeast,Digital Native,29280.82,117.12,Funded,False,crm
TXN0001378,2025-08-19,CUST00127,P004,C003,Southwest,Rate Shopper,19787.29,158.3,Application Started,False,campaign_platform
TXN0001379,2025-01-29,CUST00022,P003,C004,Northeast,Emerging Affluent,17383.51,556.27,Funded,False,crm
TXN0001380,2026-09-22,CUST00384,P002,C004,Southeast,Mass Affluent,41238.0,164.95,Abandoned,False,campaign_platform
TXN0001381,2026-09-06,CUST00331,P002,C002,Northeast,Mass Affluent,16018.15,64.07,Funded,False,campaign_platform
TXN0001382,2025-05-30,CUST00034,P005,C001,Southeast,Digital Native,3025.11,124.03,Approved,True,loan_origination
TXN0001383,2025-12-16,CUST00202,P003,C004,Northeast,Digital Native,12427.65,397.68,Funded,False,campaign_platform
TXN0001384,2026-08-27,CUST00262,P004,C004,Northeast,Digital Native,30999.26,247.99,Funded,False,crm
TXN0001385,2026-05-17,CUST00241,P003,C001,Southeast,Mass Affluent,20684.76,661.91,Funded,True,loan_origination
TXN0001386,2026-09-01,CUST00479,P003,C003,Midwest,Borrower,13529.46,432.94,Funded,False,loan_origination
TXN0001387,2025-07-15,CUST00465,P002,C005,Midwest,Borrower,22310.37,89.24,Application Started,False,campaign_platform
TXN0001388,2026-03-11,CUST00143,P003,C005,West,Borrower,18035.41,577.13,Funded,True,crm
TXN0001389,2026-01-06,CUST00411,P003,C002,Northeast,Digital Native,13001.52,416.05,Funded,False,crm
TXN0001390,2025-07-30,CUST00061,P003,C002,Southeast,Mass Affluent,8237.41,263.6,Funded,False,loan_origination
TXN0001391,2025-09-09,CUST00094,P004,C003,Southwest,Digital Native,12493.17,99.95,Abandoned,False,loan_origination
TXN0001392,2025-03-15,CUST00075,P003,C005,Northeast,Digital Native,19576.37,626.44,Funded,False,campaign_platform
TXN0001393,2025-09-18,CUST00002,P001,C002,Northeast,Borrower,24237.05,145.42,Abandoned,False,loan_origination
TXN0001394,2025-07-23,CUST00262,P005,C004,Northeast,Digital Native,2659.44,109.04,Funded,False,campaign_platform
TXN0001395,2026-03-24,CUST00305,P001,C004,Midwest,Borrower,15591.71,93.55,Funded,False,marcus_web
TXN0001396,2025-04-21,CUST00022,P001,C003,Northeast,Emerging Affluent,20073.03,120.44,Funded,True,marcus_web
TXN0001397,2025-02-10,CUST00474,P004,C002,West,Emerging Affluent,29723.78,237.79,Funded,False,loan_origination
TXN0001398,2025-08-25,CUST00146,P004,C002,West,Rate Shopper,15716.82,125.73,Funded,False,loan_origination
TXN0001399,2025-08-31,CUST00476,P005,C003,Southwest,Borrower,4023.88,164.98,Funded,True,campaign_platform
TXN0001400,2025-01-18,CUST00105,P005,C005,Midwest,Mass Affluent,4359.87,178.75,Abandoned,True,loan_origination
TXN0001401,2025-04-08,CUST00415,P004,C001,West,Mass Affluent,22188.1,177.5,Funded,False,crm
TXN0001402,2025-04-20,CUST00470,P002,C003,Southeast,Digital Native,36648.77,146.6,Funded,False,campaign_platform
TXN0001403,2026-04-02,CUST00297,P005,C004,West,Rate Shopper,3317.46,136.02,Funded,False,campaign_platform
TXN0001404,2026-01-25,CUST00077,P004,C005,West,Digital Native,25448.17,203.59,Funded,False,crm
TXN0001405,2026-06-21,CUST00452,P004,C004,West,Emerging Affluent,21136.75,169.09,Funded,False,campaign_platform
TXN0001406,2025-05-28,CUST00311,P002,C003,West,Rate Shopper,28617.52,114.47,Approved,False,campaign_platform
TXN0001407,2025-08-12,CUST00087,P004,C002,Southwest,Borrower,18919.01,151.35,Funded,False,crm
TXN0001408,2025-01-25,CUST00195,P005,C004,Midwest,Rate Shopper,4249.83,174.24,Funded,False,marcus_web
TXN0001409,2026-08-09,CUST00232,P001,C004,Southeast,Emerging Affluent,14525.95,87.16,Funded,False,campaign_platform
TXN0001410,2025-12-23,CUST00046,P004,C003,Northeast,Digital Native,28232.36,225.86,Funded,False,loan_origination
TXN0001411,2025-08-13,CUST00246,P002,C002,West,Rate Shopper,35244.2,140.98,Funded,False,marcus_web
TXN0001412,2025-08-23,CUST00196,P003,C001,Northeast,Borrower,8690.87,278.11,Funded,False,marcus_web
TXN0001413,2025-09-14,CUST00316,P005,C001,Southeast,Rate Shopper,5481.64,224.75,Funded,False,campaign_platform
TXN0001414,2026-02-24,CUST00143,P002,C002,West,Borrower,37466.51,149.87,Funded,False,crm
TXN0001415,2025-02-23,CUST00447,P001,C005,Southwest,Borrower,8112.04,48.67,Application Started,False,crm
TXN0001416,2026-03-10,CUST00148,P005,C004,Southeast,Borrower,2337.34,95.83,Application Started,True,crm
TXN0001417,2025-04-14,CUST00309,P001,C001,Midwest,Digital Native,16685.09,100.11,Funded,False,loan_origination
TXN0001418,2026-07-01,CUST00371,P002,C002,Southwest,Emerging Affluent,43404.61,173.62,Abandoned,True,marcus_web
TXN0001419,2026-06-10,CUST00167,P002,C003,Southwest,Emerging Affluent,31315.6,125.26,Application Started,False,crm
TXN0001420,2025-05-16,CUST00025,P004,C002,Northeast,Rate Shopper,13630.71,109.05,Funded,False,loan_origination
TXN0001421,2025-09-09,CUST00294,P003,C004,Midwest,Rate Shopper,6830.35,218.57,Approved,True,marcus_web
TXN0001422,2025-01-01,CUST00035,P004,C002,Northeast,Mass Affluent,25385.21,203.08,Funded,False,campaign_platform
TXN0001423,2026-07-09,CUST00347,P004,C005,West,Digital Native,19599.17,156.79,Funded,False,loan_origination
TXN0001424,2026-02-19,CUST00403,P005,C005,West,Borrower,878.73,36.03,Approved,False,campaign_platform
TXN0001425,2025-05-10,CUST00086,P005,C004,West,Mass Affluent,3457.59,141.76,Funded,False,loan_origination
TXN0001426,2026-01-27,CUST00060,P005,C004,Midwest,Digital Native,2482.24,101.77,Funded,False,loan_origination
TXN0001427,2025-08-09,CUST00250,P002,C001,Midwest,Rate Shopper,14610.79,58.44,Funded,False,crm
TXN0001428,2025-09-08,CUST00333,P003,C004,Southeast,Emerging Affluent,17352.57,555.28,Funded,False,campaign_platform
TXN0001429,2026-04-23,CUST00130,P004,C004,Northeast,Emerging Affluent,20285.11,162.28,Funded,True,marcus_web
TXN0001430,2025-10-30,CUST00126,P002,C001,Northeast,Mass Affluent,18137.88,72.55,Funded,False,campaign_platform
TXN0001431,2026-09-05,CUST00455,P004,C001,Southeast,Rate Shopper,18105.08,144.84,Funded,True,campaign_platform
TXN0001432,2025-07-18,CUST00035,P003,C003,Northeast,Mass Affluent,23558.45,753.87,Funded,False,marcus_web
TXN0001433,2025-10-04,CUST00052,P002,C005,Southeast,Rate Shopper,37490.4,149.96,Funded,False,campaign_platform
TXN0001434,2026-04-17,CUST00207,P003,C005,Northeast,Mass Affluent,16725.93,535.23,Funded,False,loan_origination
TXN0001435,2025-05-07,CUST00027,P005,C005,Northeast,Mass Affluent,4604.66,188.79,Funded,False,marcus_web
TXN0001436,2025-12-05,CUST00496,P002,C004,West,Emerging Affluent,16355.47,65.42,Funded,False,loan_origination
TXN0001437,2025-04-06,CUST00074,P002,C002,Midwest,Borrower,21365.4,85.46,Funded,True,marcus_web
TXN0001438,2026-03-05,CUST00489,P002,C002,Southeast,Borrower,21913.25,87.65,Funded,False,crm
TXN0001439,2025-09-19,CUST00219,P005,C005,Midwest,Emerging Affluent,3968.89,162.72,Abandoned,True,marcus_web
TXN0001440,2025-08-13,CUST00136,P004,C001,Northeast,Rate Shopper,21681.64,173.45,Funded,False,campaign_platform
TXN0001441,2025-12-17,CUST00059,P001,C004,West,Rate Shopper,4958.82,29.75,Application Started,False,loan_origination
TXN0001442,2025-12-05,CUST00296,P005,C005,Southeast,Digital Native,1109.0,45.47,Funded,False,crm
TXN0001443,2025-10-13,CUST00342,P005,C005,West,Emerging Affluent,3872.17,158.76,Funded,False,campaign_platform
TXN0001444,2026-06-06,CUST00248,P003,C003,Southeast,Borrower,6234.37,199.5,Funded,False,campaign_platform
TXN0001445,2025-09-21,CUST00027,P005,C003,Northeast,Mass Affluent,3697.15,151.58,Funded,False,crm
TXN0001446,2026-07-10,CUST00238,P002,C001,Midwest,Borrower,30317.42,121.27,Funded,False,campaign_platform
TXN0001447,2025-11-03,CUST00215,P005,C003,Northeast,Mass Affluent,3782.1,155.07,Funded,False,marcus_web
TXN0001448,2026-03-23,CUST00397,P003,C001,Southeast,Mass Affluent,15974.52,511.18,Funded,False,campaign_platform
TXN0001449,2026-01-15,CUST00243,P001,C003,Southwest,Borrower,21402.13,128.41,Application Started,False,campaign_platform
TXN0001450,2026-03-17,CUST00302,P002,C004,Northeast,Emerging Affluent,31686.3,126.75,Application Started,False,crm
TXN0001451,2025-12-01,CUST00173,P002,C005,Southeast,Digital Native,11588.43,46.35,Funded,True,marcus_web
TXN0001452,2026-05-20,CUST00077,P005,C004,West,Digital Native,1984.57,81.37,Application Started,False,crm
TXN0001453,2025-07-01,CUST00027,P001,C004,Northeast,Mass Affluent,23119.47,138.72,Application Started,False,loan_origination
TXN0001454,2025-02-11,CUST00342,P005,C001,West,Emerging Affluent,3389.58,138.97,Funded,False,marcus_web
TXN0001455,2025-02-10,CUST00020,P005,C001,Southeast,Digital Native,1635.06,67.04,Funded,True,campaign_platform
TXN0001456,2025-10-01,CUST00422,P004,C001,West,Digital Native,12590.91,100.73,Funded,False,marcus_web
TXN0001457,2025-05-22,CUST00426,P005,C003,West,Digital Native,4603.45,188.74,Funded,False,marcus_web
TXN0001458,2025-10-18,CUST00255,P005,C002,Southwest,Rate Shopper,3806.72,156.08,Funded,False,crm
TXN0001459,2026-01-03,CUST00356,P004,C004,Northeast,Emerging Affluent,28285.68,226.29,Funded,False,campaign_platform
TXN0001460,2025-12-01,CUST00414,P002,C003,Southeast,Borrower,24584.52,98.34,Funded,False,crm
TXN0001461,2026-08-25,CUST00019,P001,C001,Southeast,Emerging Affluent,20520.61,123.12,Abandoned,True,marcus_web
TXN0001462,2026-08-17,CUST00145,P003,C003,Northeast,Emerging Affluent,12473.12,399.14,Funded,False,campaign_platform
TXN0001463,2025-11-06,CUST00063,P005,C005,Southwest,Rate Shopper,3909.92,160.31,Funded,True,crm
TXN0001464,2025-03-09,CUST00201,P002,C003,Northeast,Digital Native,24516.06,98.06,Funded,False,loan_origination
TXN0001465,2026-04-20,CUST00200,P002,C004,Southeast,Digital Native,21818.85,87.28,Approved,False,crm
TXN0001466,2025-11-19,CUST00418,P003,C004,Midwest,Mass Affluent,10215.6,326.9,Abandoned,False,crm
TXN0001467,2026-03-02,CUST00004,P002,C003,Northeast,Emerging Affluent,43075.77,172.3,Funded,True,crm
TXN0001468,2026-05-23,CUST00123,P005,C005,Northeast,Rate Shopper,4463.84,183.02,Abandoned,False,crm
TXN0001469,2026-01-05,CUST00214,P001,C001,Southwest,Mass Affluent,15282.2,91.69,Funded,True,campaign_platform
TXN0001470,2025-08-05,CUST00396,P005,C002,Northeast,Digital Native,1248.87,51.2,Funded,False,loan_origination
TXN0001471,2026-08-28,CUST00272,P004,C005,Northeast,Mass Affluent,13939.05,111.51,Funded,False,marcus_web
TXN0001472,2025-10-25,CUST00233,P005,C005,Northeast,Borrower,2199.05,90.16,Funded,False,marcus_web
TXN0001473,2026-02-22,CUST00146,P003,C001,West,Rate Shopper,3370.62,107.86,Funded,False,campaign_platform
TXN0001474,2026-08-09,CUST00476,P004,C005,Southwest,Borrower,11384.74,91.08,Funded,False,crm
TXN0001475,2025-02-09,CUST00231,P003,C003,West,Digital Native,17570.15,562.24,Funded,False,marcus_web
TXN0001476,2025-08-16,CUST00272,P002,C001,Northeast,Mass Affluent,14174.87,56.7,Abandoned,False,campaign_platform
TXN0001477,2025-03-19,CUST00002,P004,C001,Northeast,Borrower,23990.42,191.92,Approved,False,campaign_platform
TXN0001478,2026-09-07,CUST00009,P005,C003,West,Emerging Affluent,2352.5,96.45,Funded,False,crm
TXN0001479,2025-04-29,CUST00274,P005,C003,West,Borrower,4767.93,195.49,Funded,False,crm
TXN0001480,2026-03-16,CUST00280,P002,C001,Southeast,Borrower,9996.41,39.99,Funded,False,campaign_platform
TXN0001481,2025-09-22,CUST00011,P001,C002,Southeast,Borrower,20552.02,123.31,Funded,True,campaign_platform
TXN0001482,2025-04-10,CUST00105,P002,C003,Midwest,Mass Affluent,33862.98,135.45,Approved,False,marcus_web
TXN0001483,2025-01-04,CUST00040,P002,C001,Southeast,Rate Shopper,30344.21,121.38,Approved,False,loan_origination
TXN0001484,2026-04-08,CUST00495,P002,C001,Southwest,Digital Native,25996.1,103.98,Funded,False,campaign_platform
TXN0001485,2026-09-22,CUST00262,P001,C004,Northeast,Digital Native,17535.32,105.21,Approved,False,campaign_platform
TXN0001486,2025-09-14,CUST00413,P002,C005,Midwest,Digital Native,30878.42,123.51,Approved,False,marcus_web
