event_id,event_timestamp,customer_id,product_id,event_type,device_type,session_minutes,referrer
EVT0001605,2025-10-28T20:07:00,CUST00266,P001,application_start,Mobile,28,Social
EVT0001606,2025-08-08T08:30:00,CUST00328,P003,rate_check,Desktop,33,Social
EVT0001607,2025-03-11T18:46:00,CUST00234,P004,application_start,Tablet,7,Partner
EVT0001608,2026-04-19T10:14:00,CUST00164,P005,application_start,Desktop,20,Direct
EVT0001609,2025-09-28T16:54:00,CUST00061,P001,calculator_use,Mobile,36,Partner
EVT0001610,2025-05-29T14:20:00,CUST00231,P001,application_start,Tablet,11,Social
EVT0001611,2026-07-21T10:53:00,CUST00426,P001,document_upload,Desktop,11,Partner
EVT0001612,2026-10-01T18:54:00,CUST00389,P005,document_upload,Tablet,24,Search
EVT0001613,2026-08-20T09:39:00,CUST00133,P005,application_start,Desktop,34,Email
EVT0001614,2026-07-28T20:21:00,CUST00052,P003,calculator_use,Desktop,30,Search
EVT0001615,2025-08-08T15:57:00,CUST00032,P003,application_start,Desktop,8,Social
EVT0001616,2026-08-03T14:31:00,CUST00165,P003,page_view,Mobile,8,Partner
EVT0001617,2025-09-19T12:35:00,CUST00385,P005,page_view,Mobile,20,Direct
EVT0001618,2025-10-06T08:50:00,CUST00003,P001,application_start,Mobile,27,Direct
EVT0001619,2025-05-06T08:46:00,CUST00077,P002,application_start,Mobile,3,Partner
EVT0001620,2026-05-13T10:37:00,CUST00394,P005,application_start,Tablet,11,Search
EVT0001621,2026-05-31T18:57:00,CUST00376,P005,calculator_use,Tablet,20,Search
EVT0001622,2025-10-01T12:37:00,CUST00233,P002,application_start,Tablet,10,Email
EVT0001623,2026-05-07T19:12:00,CUST00059,P005,application_start,Mobile,21,Email
EVT0001624,2026-06-05T22:53:00,CUST00229,P003,application_start,Tablet,16,Partner
EVT0001625,2025-03-03T21:44:00,CUST00466,P001,calculator_use,Desktop,10,Email
EVT0001626,2025-02-26T20:27:00,CUST00332,P005,application_start,Mobile,8,Social
EVT0001627,2026-02-15T08:49:00,CUST00166,P002,page_view,Mobile,19,Search
EVT0001628,2025-09-21T08:59:00,CUST00359,P001,rate_check,Mobile,25,Direct
EVT0001629,2025-05-04T11:57:00,CUST00024,P003,page_view,Mobile,26,Partner
EVT0001630,2025-06-01T15:49:00,CUST00239,P003,page_view,Mobile,8,Search
EVT0001631,2026-08-13T19:47:00,CUST00452,P004,application_start,Desktop,29,Partner
EVT0001632,2025-01-10T14:55:00,CUST00110,P003,calculator_use,Desktop,30,Search
EVT0001633,2025-01-25T19:18:00,CUST00292,P005,rate_check,Tablet,36,Direct
EVT0001634,2026-04-18T14:08:00,CUST00250,P004,rate_check,Mobile,3,Search
EVT0001635,2025-11-16T11:04:00,CUST00378,P003,application_start,Tablet,15,Social
EVT0001636,2026-06-07T12:26:00,CUST00035,P003,calculator_use,Mobile,9,Email
EVT0001637,2025-10-17T14:51:00,CUST00215,P001,application_start,Tablet,11,Direct
EVT0001638,2026-03-23T17:01:00,CUST00350,P002,application_start,Tablet,7,Email
EVT0001639,2025-02-03T18:52:00,CUST00364,P003,rate_check,Mobile,5,Search
EVT0001640,2026-10-01T21:30:00,CUST00132,P001,rate_check,Desktop,9,Search
EVT0001641,2026-03-19T14:28:00,CUST00406,P001,application_start,Mobile,21,Email
EVT0001642,2025-11-29T11:47:00,CUST00336,P001,rate_check,Mobile,11,Direct
EVT0001643,2026-08-02T12:14:00,CUST00355,P004,calculator_use,Desktop,11,Social
EVT0001644,2025-03-17T15:35:00,CUST00382,P004,page_view,Mobile,36,Direct
EVT0001645,2025-02-02T13:28:00,CUST00123,P005,rate_check,Desktop,8,Search
EVT0001646,2026-07-26T20:59:00,CUST00194,P004,document_upload,Mobile,19,Email
EVT0001647,2025-05-17T14:07:00,CUST00171,P003,calculator_use,Desktop,2,Partner
EVT0001648,2026-01-10T15:00:00,CUST00006,P003,calculator_use,Desktop,24,Direct
EVT0001649,2026-06-29T15:56:00,CUST00288,P004,calculator_use,Mobile,6,Search
EVT0001650,2025-12-18T22:43:00,CUST00396,P002,document_upload,Tablet,35,Social
EVT0001651,2025-11-22T16:25:00,CUST00223,P002,document_upload,Desktop,26,Search
EVT0001652,2025-01-26T08:24:00,CUST00161,P004,rate_check,Mobile,23,Direct
EVT0001653,2026-05-10T20:48:00,CUST00188,P001,document_upload,Mobile,24,Direct
EVT0001654,2025-07-25T15:56:00,CUST00444,P005,document_upload,Mobile,22,Search
EVT0001655,2026-04-11T20:12:00,CUST00035,P002,calculator_use,Mobile,22,Social
EVT0001656,2025-03-09T17:31:00,CUST00331,P001,application_start,Tablet,11,Direct
EVT0001657,2026-03-03T20:05:00,CUST00102,P003,application_start,Mobile,25,Direct
EVT0001658,2026-03-18T20:21:00,CUST00164,P002,rate_check,Desktop,10,Search
EVT0001659,2026-04-06T08:47:00,CUST00434,P003,document_upload,Desktop,1,Direct
EVT0001660,2025-04-21T10:37:00,CUST00139,P005,application_start,Desktop,36,Social
EVT0001661,2026-07-23T17:56:00,CUST00140,P001,calculator_use,Desktop,29,Email
EVT0001662,2025-05-20T22:25:00,CUST00284,P001,document_upload,Desktop,32,Social
EVT0001663,2025-01-15T16:54:00,CUST00128,P001,page_view,Mobile,33,Social
EVT0001664,2026-09-15T21:00:00,CUST00413,P005,calculator_use,Tablet,33,Direct
EVT0001665,2025-10-02T08:12:00,CUST00280,P001,rate_check,Mobile,2,Email
EVT0001666,2025-04-26T19:46:00,CUST00018,P005,page_view,Mobile,25,Search
EVT0001667,2026-03-19T20:51:00,CUST00175,P005,document_upload,Tablet,3,Search
EVT0001668,2025-08-30T09:06:00,CUST00493,P001,application_start,Tablet,27,Social
EVT0001669,2025-01-23T22:08:00,CUST00156,P004,page_view,Desktop,19,Partner
EVT0001670,2026-03-09T20:16:00,CUST00493,P004,rate_check,Tablet,8,Search
EVT0001671,2026-08-03T16:55:00,CUST00362,P003,rate_check,Mobile,11,Direct
EVT0001672,2026-09-29T16:52:00,CUST00235,P003,document_upload,Mobile,21,Social
EVT0001673,2026-02-03T08:55:00,CUST00039,P002,document_upload,Desktop,1,Search
EVT0001674,2025-09-23T19:27:00,CUST00115,P001,calculator_use,Mobile,23,Partner
EVT0001675,2026-03-06T14:22:00,CUST00367,P001,application_start,Tablet,7,Search
EVT0001676,2026-08-12T17:22:00,CUST00012,P003,page_view,Mobile,16,Social
EVT0001677,2025-10-25T18:06:00,CUST00292,P004,application_start,Mobile,23,Direct
EVT0001678,2025-05-28T22:46:00,CUST00271,P004,document_upload,Mobile,13,Search
EVT0001679,2025-08-20T08:30:00,CUST00394,P002,rate_check,Mobile,36,Partner
EVT0001680,2025-04-07T22:11:00,CUST00198,P003,application_start,Desktop,14,Social
EVT0001681,2026-05-17T12:20:00,CUST00187,P003,document_upload,Mobile,8,Social
EVT0001682,2025-11-27T21:32:00,CUST00382,P001,rate_check,Tablet,16,Email
EVT0001683,2026-06-15T11:23:00,CUST00453,P001,calculator_use,Tablet,18,Search
EVT0001684,2026-06-12T16:22:00,CUST00346,P004,document_upload,Tablet,33,Direct
EVT0001685,2025-01-16T14:39:00,CUST00302,P002,application_start,Mobile,25,Social
EVT0001686,2026-01-15T18:58:00,CUST00101,P002,document_upload,Mobile,10,Partner
EVT0001687,2025-05-23T11:26:00,CUST00224,P002,document_upload,Desktop,6,Search
EVT0001688,2025-08-25T22:16:00,CUST00241,P003,page_view,Tablet,14,Social
EVT0001689,2025-12-19T13:40:00,CUST00379,P005,application_start,Tablet,3,Search
EVT0001690,2026-06-11T08:05:00,CUST00464,P002,application_start,Mobile,6,Direct
EVT0001691,2026-08-01T12:23:00,CUST00216,P002,page_view,Desktop,25,Social
EVT0001692,2026-04-11T11:49:00,CUST00147,P003,calculator_use,Tablet,14,Email
EVT0001693,2025-09-10T17:04:00,CUST00049,P003,page_view,Tablet,14,Search
EVT0001694,2025-05-07T21:33:00,CUST00487,P002,application_start,Tablet,28,Partner
EVT0001695,2025-02-21T22:27:00,CUST00439,P005,application_start,Tablet,32,Email
EVT0001696,2025-05-20T20:03:00,CUST00241,P004,page_view,Desktop,4,Email
EVT0001697,2025-08-24T16:16:00,CUST00001,P005,rate_check,Tablet,30,Social
EVT0001698,2025-01-19T20:05:00,CUST00089,P004,document_upload,Mobile,31,Partner
EVT0001699,2025-12-21T18:14:00,CUST00403,P005,rate_check,Tablet,19,Search
EVT0001700,2025-08-05T17:14:00,CUST00069,P003,document_upload,Desktop,9,Email
EVT0001701,2026-05-20T15:28:00,CUST00066,P003,rate_check,Mobile,30,Email
EVT0001702,2025-12-14T08:10:00,CUST00186,P004,page_view,Tablet,34,Social
EVT0001703,2025-07-11T09:06:00,CUST00450,P003,calculator_use,Tablet,20,Partner
EVT0001704,2026-01-23T11:33:00,CUST00018,P002,rate_check,Tablet,26,Social
EVT0001705,2026-06-02T21:19:00,CUST00251,P005,rate_check,Desktop,19,Partner
EVT0001706,2026-07-28T11:23:00,CUST00170,P005,document_upload,Tablet,20,Partner
EVT0001707,2025-02-27T22:24:00,CUST00386,P004,document_upload,Tablet,16,Social
EVT0001708,2025-12-15T11:08:00,CUST00091,P005,page_view,Desktop,21,Email
EVT0001709,2026-03-06T19:42:00,CUST00209,P001,application_start,Tablet,19,Partner
EVT0001710,2026-04-09T16:42:00,CUST00383,P004,page_view,Tablet,34,Partner
EVT0001711,2025-03-22T21:14:00,CUST00111,P004,document_upload,Mobile,19,Email
EVT0001712,2025-05-19T19:04:00,CUST00403,P005,page_view,Tablet,36,Email
EVT0001713,2025-06-27T11:40:00,CUST00384,P004,calculator_use,Tablet,4,Direct
EVT0001714,2026-04-17T11:31:00,CUST00317,P003,application_start,Tablet,28,Search
EVT0001715,2026-06-02T22:50:00,CUST00206,P002,document_upload,Mobile,23,Email
EVT0001716,2026-09-30T22:31:00,CUST00393,P005,application_start,Tablet,6,Partner
EVT0001717,2025-05-19T08:02:00,CUST00284,P002,document_upload,Tablet,8,Direct
EVT0001718,2025-04-10T19:16:00,CUST00404,P001,rate_check,Tablet,27,Partner
EVT0001719,2026-02-09T10:20:00,CUST00306,P001,page_view,Mobile,32,Email
EVT0001720,2025-04-21T12:55:00,CUST00301,P003,document_upload,Desktop,26,Partner
EVT0001721,2026-06-08T08:00:00,CUST00051,P001,calculator_use,Tablet,23,Social
EVT0001722,2025-07-07T12:10:00,CUST00356,P004,rate_check,Mobile,19,Social
EVT0001723,2026-03-10T13:45:00,CUST00491,P004,rate_check,Tablet,20,Social
EVT0001724,2025-12-20T09:29:00,CUST00102,P001,page_view,Tablet,30,Search
EVT0001725,2025-03-07T10:41:00,CUST00381,P003,rate_check,Mobile,14,Search
EVT0001726,2026-03-19T15:23:00,CUST00168,P002,application_start,Tablet,31,Partner
EVT0001727,2025-09-14T22:46:00,CUST00228,P002,rate_check,Mobile,22,Social
EVT0001728,2025-11-27T08:13:00,CUST00438,P004,page_view,Desktop,20,Social
EVT0001729,2025-04-05T12:00:00,CUST00225,P005,application_start,Mobile,5,Search
EVT0001730,2025-01-31T20:26:00,CUST00445,P005,page_view,Tablet,3,Partner
EVT0001731,2026-02-08T14:56:00,CUST00432,P003,application_start,Tablet,32,Email
EVT0001732,2025-04-03T15:07:00,CUST00243,P002,rate_check,Mobile,15,Email
EVT0001733,2026-05-28T18:51:00,CUST00200,P004,rate_check,Tablet,4,Search
EVT0001734,2025-07-21T14:59:00,CUST00079,P003,document_upload,Mobile,10,Email
EVT0001735,2026-04-02T19:47:00,CUST00167,P005,application_start,Mobile,14,Email
EVT0001736,2026-05-01T16:48:00,CUST00374,P001,page_view,Tablet,4,Partner
EVT0001737,2025-08-18T18:38:00,CUST00091,P005,calculator_use,Mobile,25,Email
EVT0001738,2025-03-15T10:43:00,CUST00486,P004,application_start,Desktop,17,Social
EVT0001739,2025-07-29T18:25:00,CUST00358,P005,rate_check,Desktop,26,Search
EVT0001740,2025-12-08T14:44:00,CUST00441,P004,calculator_use,Mobile,15,Social
EVT0001741,2026-08-21T13:04:00,CUST00445,P001,document_upload,Mobile,26,Partner
EVT0001742,2025-03-05T18:25:00,CUST00112,P001,rate_check,Mobile,10,Direct
EVT0001743,2026-01-03T18:04:00,CUST00406,P001,application_start,Mobile,4,Partner
EVT0001744,2025-02-26T21:19:00,CUST00262,P004,document_upload,Desktop,6,Search
EVT0001745,2025-07-20T21:59:00,CUST00380,P003,application_start,Tablet,16,Social
EVT0001746,2025-06-13T15:59:00,CUST00213,P003,rate_check,Tablet,21,Social
EVT0001747,2026-02-06T15:29:00,CUST00384,P005,application_start,Tablet,4,Email
EVT0001748,2026-06-14T17:37:00,CUST00185,P003,page_view,Mobile,6,Search
EVT0001749,2026-09-12T14:38:00,CUST00356,P005,document_upload,Desktop,21,Email
EVT0001750,2025-07-07T21:30:00,CUST00361,P005,page_view,Desktop,9,Social
EVT0001751,2025-04-18T11:08:00,CUST00127,P002,application_start,Tablet,13,Partner
EVT0001752,2026-03-07T08:10:00,CUST00418,P003,page_view,Desktop,28,Social
EVT0001753,2025-10-22T09:23:00,CUST00433,P005,application_start,Mobile,6,Search
EVT0001754,2025-03-11T16:17:00,CUST00380,P005,rate_check,Tablet,24,Direct
EVT0001755,2025-12-28T20:26:00,CUST00370,P005,page_view,Mobile,28,Email
EVT0001756,2026-09-07T10:09:00,CUST00173,P005,rate_check,Tablet,24,Email
EVT0001757,2026-07-14T13:35:00,CUST00453,P002,application_start,Tablet,2,Partner
EVT0001758,2025-06-04T20:09:00,CUST00100,P001,document_upload,Tablet,12,Social
EVT0001759,2025-08-30T13:09:00,CUST00476,P002,document_upload,Mobile,34,Social
EVT0001760,2026-01-19T19:57:00,CUST00255,P001,rate_check,Mobile,27,Email
EVT0001761,2026-02-25T16:42:00,CUST00249,P002,calculator_use,Tablet,32,Email
EVT0001762,2026-01-04T13:02:00,CUST00212,P003,application_start,Tablet,10,Social
EVT0001763,2025-01-11T22:07:00,CUST00126,P001,document_upload,Mobile,4,Social
EVT0001764,2026-07-07T15:20:00,CUST00280,P001,application_start,Tablet,20,Email
EVT0001765,2025-12-13T16:07:00,CUST00385,P001,page_view,Mobile,34,Direct
EVT0001766,2026-07-30T22:41:00,CUST00056,P001,document_upload,Tablet,27,Partner
EVT0001767,2025-09-24T12:31:00,CUST00305,P004,application_start,Desktop,14,Partner
EVT0001768,2026-03-14T14:12:00,CUST00273,P005,application_start,Tablet,19,Partner
EVT0001769,2025-09-06T22:14:00,CUST00391,P003,rate_check,Mobile,29,Partner
EVT0001770,2026-02-23T11:12:00,CUST00142,P005,application_start,Tablet,10,Search
EVT0001771,2025-06-24T16:07:00,CUST00407,P004,document_upload,Desktop,23,Direct
EVT0001772,2026-05-12T12:13:00,CUST00093,P002,document_upload,Tablet,32,Search
EVT0001773,2025-02-21T13:10:00,CUST00148,P003,page_view,Tablet,19,Direct
EVT0001774,2025-09-16T15:08:00,CUST00164,P001,application_start,Desktop,31,Social
EVT0001775,2026-09-02T09:17:00,CUST00219,P002,calculator_use,Tablet,32,Partner
EVT0001776,2026-01-22T08:36:00,CUST00121,P004,document_upload,Tablet,21,Social
EVT0001777,2026-07-25T09:28:00,CUST00059,P005,calculator_use,Mobile,15,Partner
EVT0001778,2025-07-29T17:28:00,CUST00224,P003,document_upload,Tablet,23,Social
EVT0001779,2026-06-03T19:38:00,CUST00231,P003,calculator_use,Tablet,24,Partner
EVT0001780,2025-04-26T20:40:00,CUST00060,P002,document_upload,Tablet,17,Email
EVT0001781,2026-02-04T09:58:00,CUST00136,P005,application_start,Desktop,21,Search
EVT0001782,2025-09-14T15:30:00,CUST00174,P004,application_start,Mobile,16,Partner
EVT0001783,2025-03-23T10:14:00,CUST00328,P002,document_upload,Mobile,33,Partner
EVT0001784,2026-01-28T22:52:00,CUST00228,P003,page_view,Tablet,6,Social
EVT0001785,2026-06-16T15:21:00,CUST00388,P005,calculator_use,Mobile,35,Search
EVT0001786,2026-09-01T08:40:00,CUST00065,P002,page_view,Desktop,21,Social
EVT0001787,2025-10-21T13:47:00,CUST00007,P003,page_view,Mobile,15,Partner
EVT0001788,2026-01-09T12:02:00,CUST00165,P005,calculator_use,Tablet,5,Social
EVT0001789,2025-11-07T22:11:00,CUST00115,P003,calculator_use,Mobile,9,Partner
EVT0001790,2025-07-12T17:14:00,CUST00053,P002,rate_check,Desktop,27,Email
EVT0001791,2026-01-16T22:50:00,CUST00122,P002,rate_check,Tablet,24,Social
EVT0001792,2025-11-18T22:58:00,CUST00484,P004,document_upload,Tablet,35,Direct
EVT0001793,2025-06-10T16:11:00,CUST00293,P004,page_view,Tablet,26,Direct
EVT0001794,2026-07-28T15:48:00,CUST00269,P004,calculator_use,Tablet,31,Social
EVT0001795,2025-05-30T20:44:00,CUST00334,P005,application_start,Desktop,30,Partner
EVT0001796,2026-08-26T22:30:00,CUST00127,P001,application_start,Desktop,33,Search
EVT0001797,2026-01-30T14:01:00,CUST00445,P004,document_upload,Mobile,32,Social
EVT0001798,2025-12-10T08:50:00,CUST00415,P003,page_view,Tablet,19,Email
EVT0001799,2026-03-31T19:08:00,CUST00187,P001,document_upload,Mobile,11,Social
EVT0001800,2025-03-25T08:59:00,CUST00459,P001,application_start,Tablet,15,Search
EVT0001801,2026-02-19T13:09:00,CUST00354,P002,application_start,Tablet,11,Email
EVT0001802,2025-09-01T08:21:00,CUST00149,P004,document_upload,Mobile,6,Email
EVT0001803,2025-05-04T09:29:00,CUST00218,P004,application_start,Mobile,14,Social
EVT0001804,2025-06-18T12:51:00,CUST00283,P004,calculator_use,Tablet,6,Social
EVT0001805,2026-04-17T18:02:00,CUST00403,P005,document_upload,Tablet,33,Email
EVT0001806,2025-12-04T19:20:00,CUST00004,P004,rate_check,Tablet,36,Direct
EVT0001807,2026-02-06T13:39:00,CUST00187,P002,application_start,Desktop,28,Social
EVT0001808,2026-01-15T08:49:00,CUST00112,P005,application_start,Tablet,2,Email
EVT0001809,2025-02-16T14:38:00,CUST00043,P002,application_start,Mobile,12,Direct
EVT0001810,2026-07-02T09:20:00,CUST00400,P002,application_start,Tablet,16,Social
EVT0001811,2025-07-07T15:55:00,CUST00231,P001,document_upload,Mobile,15,Partner
EVT0001812,2025-06-09T09:18:00,CUST00292,P005,document_upload,Desktop,20,Direct
EVT0001813,2025-04-16T15:15:00,CUST00115,P004,page_view,Mobile,13,Social
EVT0001814,2026-01-16T16:13:00,CUST00019,P005,page_view,Mobile,36,Email
EVT0001815,2025-07-29T21:27:00,CUST00350,P005,document_upload,Desktop,28,Partner
EVT0001816,2026-07-03T14:27:00,CUST00083,P002,calculator_use,Tablet,27,Direct
EVT0001817,2026-05-02T15:23:00,CUST00479,P004,calculator_use,Tablet,23,Partner
EVT0001818,2025-12-01T12:06:00,CUST00402,P002,page_view,Mobile,29,Partner
EVT0001819,2025-12-29T08:18:00,CUST00461,P002,page_view,Desktop,22,Social
EVT0001820,2026-05-30T16:04:00,CUST00334,P005,page_view,Tablet,35,Email
EVT0001821,2026-06-26T15:09:00,CUST00413,P003,rate_check,Mobile,32,Social
EVT0001822,2026-04-29T18:09:00,CUST00150,P003,page_view,Tablet,2,Search
EVT0001823,2025-01-17T20:18:00,CUST00148,P001,page_view,Mobile,4,Partner
EVT0001824,2026-08-17T11:07:00,CUST00377,P003,application_start,Mobile,1,Social
EVT0001825,2026-03-15T20:43:00,CUST00344,P001,page_view,Desktop,22,Email
EVT0001826,2026-03-24T09:14:00,CUST00323,P004,calculator_use,Desktop,18,Partner
EVT0001827,2025-02-16T08:02:00,CUST00340,P003,calculator_use,Mobile,36,Email
EVT0001828,2026-08-25T10:08:00,CUST00018,P005,application_start,Desktop,26,Social
EVT0001829,2026-01-29T12:38:00,CUST00319,P001,calculator_use,Tablet,16,Email
EVT0001830,2026-06-03T08:58:00,CUST00224,P003,rate_check,Tablet,26,Search
EVT0001831,2026-02-18T12:31:00,CUST00288,P002,rate_check,Desktop,20,Email
EVT0001832,2025-04-10T15:02:00,CUST00167,P005,document_upload,Tablet,15,Search
EVT0001833,2025-10-31T21:41:00,CUST00179,P001,rate_check,Mobile,18,Social
EVT0001834,2026-02-16T19:15:00,CUST00323,P004,document_upload,Desktop,3,Direct
EVT0001835,2025-08-05T17:58:00,CUST00134,P003,document_upload,Desktop,18,Social
EVT0001836,2026-03-04T15:40:00,CUST00445,P005,rate_check,Mobile,7,Email
EVT0001837,2026-01-21T09:47:00,CUST00006,P005,application_start,Desktop,33,Partner
EVT0001838,2026-05-25T21:00:00,CUST00108,P001,document_upload,Tablet,8,Partner
EVT0001839,2026-07-01T22:35:00,CUST00497,P004,page_view,Desktop,2,Search
EVT0001840,2025-10-29T14:38:00,CUST00440,P005,page_view,Tablet,12,Social
EVT0001841,2025-02-25T09:24:00,CUST00050,P003,calculator_use,Mobile,17,Partner
EVT0001842,2026-01-14T15:14:00,CUST00198,P002,page_view,Desktop,23,Search
EVT0001843,2025-05-11T15:25:00,CUST00216,P001,document_upload,Tablet,29,Partner
EVT0001844,2026-08-22T13:59:00,CUST00089,P002,application_start,Tablet,20,Partner
EVT0001845,2025-02-08T16:03:00,CUST00144,P003,document_upload,Tablet,33,Social
EVT0001846,2025-05-03T15:57:00,CUST00402,P004,rate_check,Tablet,15,Direct
EVT0001847,2026-05-23T09:59:00,CUST00389,P003,application_start,Desktop,18,Search
EVT0001848,2025-09-29T21:58:00,CUST00196,P001,calculator_use,Mobile,6,Partner
EVT0001849,2025-09-29T12:49:00,CUST00171,P001,page_view,Mobile,12,Partner
EVT0001850,2025-12-20T18:42:00,CUST00134,P003,document_upload,Tablet,10,Social
EVT0001851,2026-09-03T12:46:00,CUST00463,P004,calculator_use,Mobile,6,Social
EVT0001852,2025-08-13T22:46:00,CUST00409,P001,application_start,Tablet,3,Email
EVT0001853,2026-05-12T21:27:00,CUST00305,P005,rate_check,Desktop,13,Social
EVT0001854,2026-03-31T11:38:00,CUST00414,P002,application_start,Mobile,11,Email
EVT0001855,2026-05-02T18:26:00,CUST00461,P002,page_view,Tablet,32,Email
EVT0001856,2025-11-15T14:16:00,CUST00338,P001,calculator_use,Desktop,11,Partner
EVT0001857,2025-07-14T13:12:00,CUST00356,P001,calculator_use,Desktop,21,Email
EVT0001858,2025-03-30T16:12:00,CUST00175,P004,rate_check,Mobile,10,Direct
EVT0001859,2025-09-19T09:55:00,CUST00107,P005,calculator_use,Mobile,5,Direct
EVT0001860,2025-10-07T22:08:00,CUST00295,P003,calculator_use,Desktop,31,Email
EVT0001861,2026-02-16T22:34:00,CUST00004,P003,document_upload,Tablet,4,Social
EVT0001862,2026-06-23T22:11:00,CUST00464,P003,page_view,Mobile,11,Partner
EVT0001863,2026-02-05T11:13:00,CUST00037,P002,calculator_use,Desktop,12,Social
EVT0001864,2026-06-27T22:06:00,CUST00109,P004,rate_check,Desktop,27,Partner
EVT0001865,2025-09-11T11:09:00,CUST00082,P004,application_start,Desktop,29,Partner
EVT0001866,2026-03-26T12:27:00,CUST00469,P004,document_upload,Mobile,33,Social
EVT0001867,2026-08-18T18:54:00,CUST00441,P001,calculator_use,Mobile,35,Partner
EVT0001868,2025-10-29T17:43:00,CUST00328,P004,rate_check,Tablet,19,Email
EVT0001869,2025-07-18T20:04:00,CUST00311,P005,rate_check,Mobile,32,Email
EVT0001870,2025-06-10T21:53:00,CUST00327,P004,application_start,Mobile,33,Email
EVT0001871,2025-01-05T22:43:00,CUST00364,P005,calculator_use,Desktop,26,Partner
EVT0001872,2026-05-29T11:48:00,CUST00460,P004,rate_check,Desktop,13,Direct
EVT0001873,2025-07-31T21:06:00,CUST00204,P001,application_start,Mobile,1,Email
EVT0001874,2025-02-12T22:13:00,CUST00125,P003,document_upload,Tablet,35,Search
EVT0001875,2025-04-15T18:20:00,CUST00097,P002,page_view,Tablet,2,Direct
EVT0001876,2025-10-14T16:52:00,CUST00204,P004,page_view,Desktop,16,Partner
EVT0001877,2025-03-01T21:07:00,CUST00070,P005,document_upload,Desktop,33,Social
EVT0001878,2026-01-10T11:04:00,CUST00429,P005,page_view,Mobile,18,Search
EVT0001879,2026-07-12T22:06:00,CUST00289,P004,calculator_use,Mobile,16,Email
EVT0001880,2025-11-22T17:51:00,CUST00415,P001,page_view,Desktop,25,Partner
EVT0001881,2026-03-07T21:11:00,CUST00007,P005,rate_check,Tablet,25,Email
EVT0001882,2026-02-11T08:09:00,CUST00031,P003,application_start,Tablet,12,Search
EVT0001883,2026-07-20T18:38:00,CUST00160,P004,rate_check,Desktop,22,Direct
EVT0001884,2025-05-30T21:57:00,CUST00327,P005,application_start,Tablet,7,Search
EVT0001885,2026-03-02T10:04:00,CUST00173,P001,page_view,Tablet,19,Direct
EVT0001886,2026-05-07T21:39:00,CUST00040,P003,document_upload,Mobile,2,Partner
EVT0001887,2026-06-21T09:02:00,CUST00070,P005,document_upload,Tablet,31,Email
EVT0001888,2026-06-28T14:26:00,CUST00095,P004,calculator_use,Desktop,35,Search
EVT0001889,2025-04-06T20:25:00,CUST00215,P005,document_upload,Tablet,11,Direct
EVT0001890,2026-03-30T11:30:00,CUST00149,P001,rate_check,Desktop,34,Partner
EVT0001891,2025-07-22T17:01:00,CUST00043,P003,rate_check,Tablet,1,Social
EVT0001892,2025-01-27T22:03:00,CUST00458,P002,calculator_use,Tablet,26,Search
EVT0001893,2026-05-09T08:40:00,CUST00204,P001,rate_check,Tablet,19,Partner
EVT0001894,2025-12-01T22:41:00,CUST00147,P005,application_start,Tablet,34,Social
EVT0001895,2026-09-23T10:04:00,CUST00432,P005,rate_check,Desktop,30,Search
EVT0001896,2025-12-05T10:09:00,CUST00273,P001,document_upload,Desktop,12,Search
EVT0001897,2025-06-28T20:20:00,CUST00295,P004,calculator_use,Desktop,8,Email
EVT0001898,2026-07-18T18:54:00,CUST00304,P002,calculator_use,Mobile,24,Email
EVT0001899,2026-06-03T16:25:00,CUST00121,P001,calculator_use,Mobile,18,Partner
EVT0001900,2025-02-28T15:52:00,CUST00280,P001,document_upload,Desktop,18,Partner
EVT0001901,2026-02-25T17:53:00,CUST00111,P004,document_upload,Desktop,31,Email
EVT0001902,2025-01-18T12:53:00,CUST00185,P003,calculator_use,Tablet,16,Social
EVT0001903,2025-02-09T08:55:00,CUST00253,P003,application_start,Tablet,30,Direct
EVT0001904,2025-02-25T19:12:00,CUST00316,P005,page_view,Mobile,10,Direct
EVT0001905,2025-08-21T20:23:00,CUST00323,P001,document_upload,Tablet,33,Direct
EVT0001906,2025-08-03T11:07:00,CUST00145,P002,calculator_use,Tablet,27,Social
EVT0001907,2025-01-19T09:03:00,CUST00216,P003,page_view,Mobile,26,Direct
EVT0001908,2025-07-24T22:58:00,CUST00047,P005,rate_check,Mobile,12,Direct
EVT0001909,2025-06-20T10:51:00,CUST00435,P004,application_start,Desktop,14,Direct
EVT0001910,2025-05-14T20:24:00,CUST00199,P003,application_start,Desktop,15,Direct
EVT0001911,2025-10-27T08:57:00,CUST00195,P001,document_upload,Desktop,13,Direct
EVT0001912,2026-05-02T09:44:00,CUST00004,P001,application_start,Desktop,19,Email
EVT0001913,2025-02-17T13:48:00,CUST00239,P003,page_view,Tablet,24,Direct
EVT0001914,2026-09-05T22:45:00,CUST00284,P001,page_view,Desktop,22,Partner
EVT0001915,2025-08-27T18:22:00,CUST00395,P004,rate_check,Mobile,15,Email
EVT0001916,2025-03-31T15:51:00,CUST00307,P003,application_start,Desktop,24,Search
EVT0001917,2025-09-03T18:01:00,CUST00136,P001,rate_check,Tablet,12,Social
EVT0001918,2026-05-06T09:03:00,CUST00402,P004,application_start,Mobile,21,Partner
EVT0001919,2025-10-29T17:10:00,CUST00012,P002,rate_check,Mobile,29,Partner
EVT0001920,2025-03-25T18:19:00,CUST00228,P003,document_upload,Desktop,24,Partner
