touch_id,touch_date,customer_id,campaign_id,campaign_name,target_product_family,channel,offer_variant,converted,attributed_transaction_id,attributed_revenue
TCH000510,2026-06-01,CUST00016,CMP001,Savings Rate Booster,Deposits,Display,Education,True,TXN0001165,531.68
TCH000511,2025-08-02,CUST00368,CMP005,CD Maturity Winback,Deposits,In App,Cash Bonus,False,,0
TCH000512,2026-07-24,CUST00234,CMP005,CD Maturity Winback,Deposits,Paid Search,Rate,False,,0
TCH000513,2026-06-04,CUST00148,CMP003,Invest Starter,Wealth,Paid Search,Cash Bonus,False,,0
TCH000514,2025-04-02,CUST00458,CMP004,Card Rewards Upgrade,Cards,Email,Cash Bonus,False,,0
TCH000515,2026-04-29,CUST00207,CMP005,CD Maturity Winback,Deposits,Display,Rewards,False,,0
TCH000516,2026-06-02,CUST00497,CMP002,Debt Consolidation Loan,Lending,In App,Cash Bonus,False,,0
TCH000517,2025-06-09,CUST00416,CMP002,Debt Consolidation Loan,Lending,Email,Rewards,True,TXN0000613,486.55
TCH000518,2026-02-22,CUST00419,CMP002,Debt Consolidation Loan,Lending,Paid Search,Education,False,,0
TCH000519,2026-02-07,CUST00159,CMP002,Debt Consolidation Loan,Lending,Display,Education,False,,0
TCH000520,2026-05-26,CUST00369,CMP002,Debt Consolidation Loan,Lending,Display,Control,False,,0
TCH000521,2025-02-05,CUST00416,CMP001,Savings Rate Booster,Deposits,Paid Search,Control,False,,0
TCH000522,2025-02-20,CUST00201,CMP005,CD Maturity Winback,Deposits,In App,Control,True,TXN0001928,394.76
TCH000523,2026-08-27,CUST00045,CMP003,Invest Starter,Wealth,Display,Cash Bonus,True,TXN0002200,198.71
TCH000524,2025-05-27,CUST00422,CMP002,Debt Consolidation Loan,Lending,Email,Rewards,False,,0
TCH000525,2025-02-28,CUST00374,CMP002,Debt Consolidation Loan,Lending,Paid Search,Rate,False,,0
TCH000526,2026-03-07,CUST00461,CMP003,Invest Starter,Wealth,Paid Search,Rewards,False,,0
TCH000527,2025-07-25,CUST00365,CMP005,CD Maturity Winback,Deposits,Email,Control,False,,0
TCH000528,2025-02-08,CUST00370,CMP001,Savings Rate Booster,Deposits,Contact Center,Education,False,,0
TCH000529,2025-03-09,CUST00121,CMP005,CD Maturity Winback,Deposits,Contact Center,Control,False,,0
TCH000530,2025-11-14,CUST00415,CMP001,Savings Rate Booster,Deposits,Contact Center,Control,False,,0
TCH000531,2025-08-25,CUST00270,CMP002,Debt Consolidation Loan,Lending,Display,Control,False,,0
TCH000532,2026-09-07,CUST00279,CMP003,Invest Starter,Wealth,Contact Center,Control,False,,0
TCH000533,2025-08-24,CUST00379,CMP005,CD Maturity Winback,Deposits,Paid Search,Rewards,True,TXN0000780,171.98
TCH000534,2025-04-01,CUST00218,CMP004,Card Rewards Upgrade,Cards,In App,Rewards,False,,0
TCH000535,2025-01-26,CUST00274,CMP002,Debt Consolidation Loan,Lending,Email,Rate,False,,0
TCH000536,2026-03-16,CUST00346,CMP002,Debt Consolidation Loan,Lending,Display,Education,False,,0
TCH000537,2026-04-15,CUST00400,CMP003,Invest Starter,Wealth,Display,Rewards,False,,0
TCH000538,2025-12-22,CUST00447,CMP001,Savings Rate Booster,Deposits,Paid Search,Control,False,,0
TCH000539,2025-12-24,CUST00019,CMP001,Savings Rate Booster,Deposits,Paid Search,Rate,False,,0
TCH000540,2026-09-20,CUST00442,CMP001,Savings Rate Booster,Deposits,Paid Search,Education,False,,0
TCH000541,2026-05-31,CUST00317,CMP004,Card Rewards Upgrade,Cards,Paid Search,Control,False,,0
TCH000542,2025-05-08,CUST00300,CMP005,CD Maturity Winback,Deposits,Paid Search,Rewards,False,,0
TCH000543,2026-05-01,CUST00120,CMP005,CD Maturity Winback,Deposits,Display,Control,False,,0
TCH000544,2026-05-13,CUST00208,CMP001,Savings Rate Booster,Deposits,Email,Education,False,,0
TCH000545,2026-02-12,CUST00246,CMP004,Card Rewards Upgrade,Cards,Paid Search,Education,False,,0
TCH000546,2025-08-10,CUST00415,CMP005,CD Maturity Winback,Deposits,Paid Search,Rewards,False,,0
TCH000547,2026-01-02,CUST00270,CMP005,CD Maturity Winback,Deposits,In App,Rate,True,TXN0002106,208.15
TCH000548,2026-02-16,CUST00474,CMP004,Card Rewards Upgrade,Cards,Paid Search,Rewards,True,TXN0000464,47.86
TCH000549,2026-03-31,CUST00223,CMP004,Card Rewards Upgrade,Cards,Contact Center,Control,False,,0
TCH000550,2025-07-19,CUST00359,CMP005,CD Maturity Winback,Deposits,In App,Control,False,,0
TCH000551,2025-11-29,CUST00419,CMP004,Card Rewards Upgrade,Cards,Contact Center,Education,True,TXN0001602,129.41
TCH000552,2026-04-20,CUST00001,CMP005,CD Maturity Winback,Deposits,Contact Center,Rate,False,,0
TCH000553,2026-07-03,CUST00290,CMP003,Invest Starter,Wealth,Display,Education,True,TXN0000948,118.64
TCH000554,2026-04-22,CUST00246,CMP004,Card Rewards Upgrade,Cards,Contact Center,Rewards,True,TXN0000945,89.74
TCH000555,2025-01-26,CUST00152,CMP004,Card Rewards Upgrade,Cards,Paid Search,Education,False,,0
TCH000556,2026-06-29,CUST00492,CMP003,Invest Starter,Wealth,Email,Cash Bonus,True,TXN0000088,192.16
TCH000557,2026-03-28,CUST00396,CMP001,Savings Rate Booster,Deposits,In App,Cash Bonus,True,TXN0002240,273.17
TCH000558,2026-08-20,CUST00283,CMP004,Card Rewards Upgrade,Cards,Paid Search,Education,True,TXN0000203,45.8
TCH000559,2026-02-10,CUST00445,CMP003,Invest Starter,Wealth,Email,Education,False,,0
TCH000560,2025-03-24,CUST00226,CMP005,CD Maturity Winback,Deposits,Display,Education,False,,0
TCH000561,2025-02-27,CUST00021,CMP004,Card Rewards Upgrade,Cards,Display,Control,False,,0
TCH000562,2026-09-10,CUST00368,CMP001,Savings Rate Booster,Deposits,Contact Center,Rate,True,TXN0000803,240.3
TCH000563,2026-04-03,CUST00486,CMP005,CD Maturity Winback,Deposits,In App,Cash Bonus,False,,0
TCH000564,2025-08-27,CUST00026,CMP004,Card Rewards Upgrade,Cards,Paid Search,Education,False,,0
TCH000565,2025-05-07,CUST00010,CMP002,Debt Consolidation Loan,Lending,Display,Control,True,TXN0000443,241.58
TCH000566,2026-06-04,CUST00330,CMP001,Savings Rate Booster,Deposits,Email,Rewards,False,,0
TCH000567,2026-08-09,CUST00088,CMP003,Invest Starter,Wealth,Email,Rewards,False,,0
TCH000568,2025-06-02,CUST00177,CMP005,CD Maturity Winback,Deposits,Paid Search,Rate,False,,0
TCH000569,2026-09-12,CUST00209,CMP002,Debt Consolidation Loan,Lending,Contact Center,Control,True,TXN0000353,199.0
TCH000570,2025-02-12,CUST00087,CMP004,Card Rewards Upgrade,Cards,Paid Search,Control,True,TXN0001451,46.35
TCH000571,2025-09-25,CUST00416,CMP002,Debt Consolidation Loan,Lending,In App,Rewards,False,,0
TCH000572,2026-08-11,CUST00133,CMP002,Debt Consolidation Loan,Lending,Paid Search,Rewards,False,,0
TCH000573,2025-12-01,CUST00013,CMP003,Invest Starter,Wealth,Email,Cash Bonus,False,,0
TCH000574,2026-09-04,CUST00201,CMP003,Invest Starter,Wealth,In App,Rewards,False,,0
TCH000575,2026-01-25,CUST00026,CMP003,Invest Starter,Wealth,In App,Rate,False,,0
TCH000576,2025-11-08,CUST00331,CMP003,Invest Starter,Wealth,Display,Rate,False,,0
TCH000577,2025-03-09,CUST00170,CMP003,Invest Starter,Wealth,In App,Education,False,,0
TCH000578,2026-03-05,CUST00340,CMP005,CD Maturity Winback,Deposits,Contact Center,Rate,False,,0
TCH000579,2025-07-23,CUST00260,CMP003,Invest Starter,Wealth,Contact Center,Rate,False,,0
TCH000580,2026-07-15,CUST00336,CMP003,Invest Starter,Wealth,Paid Search,Rewards,False,,0
TCH000581,2026-03-21,CUST00111,CMP004,Card Rewards Upgrade,Cards,Display,Education,False,,0
TCH000582,2025-06-07,CUST00124,CMP003,Invest Starter,Wealth,In App,Rewards,True,TXN0001920,130.53
TCH000583,2026-04-28,CUST00269,CMP003,Invest Starter,Wealth,Contact Center,Cash Bonus,True,TXN0001479,195.49
TCH000584,2026-02-23,CUST00082,CMP002,Debt Consolidation Loan,Lending,Contact Center,Education,False,,0
TCH000585,2025-09-15,CUST00337,CMP002,Debt Consolidation Loan,Lending,In App,Education,False,,0
TCH000586,2026-07-03,CUST00444,CMP003,Invest Starter,Wealth,Display,Cash Bonus,True,TXN0000072,197.46
TCH000587,2025-02-02,CUST00185,CMP001,Savings Rate Booster,Deposits,Contact Center,Cash Bonus,False,,0
TCH000588,2025-06-19,CUST00238,CMP004,Card Rewards Upgrade,Cards,Email,Control,False,,0
TCH000589,2025-10-15,CUST00101,CMP004,Card Rewards Upgrade,Cards,Contact Center,Rate,True,TXN0002181,71.11
TCH000590,2026-04-24,CUST00024,CMP005,CD Maturity Winback,Deposits,In App,Rate,False,,0
TCH000591,2025-10-04,CUST00162,CMP005,CD Maturity Winback,Deposits,Display,Control,False,,0
TCH000592,2025-01-30,CUST00288,CMP002,Debt Consolidation Loan,Lending,Display,Education,True,TXN0000407,274.77
TCH000593,2025-12-29,CUST00057,CMP003,Invest Starter,Wealth,Email,Cash Bonus,True,TXN0000391,202.48
TCH000594,2025-07-09,CUST00012,CMP003,Invest Starter,Wealth,Email,Cash Bonus,False,,0
TCH000595,2025-08-21,CUST00176,CMP002,Debt Consolidation Loan,Lending,Paid Search,Rewards,False,,0
TCH000596,2025-08-27,CUST00136,CMP005,CD Maturity Winback,Deposits,In App,Education,False,,0
TCH000597,2025-03-22,CUST00097,CMP003,Invest Starter,Wealth,Email,Control,False,,0
TCH000598,2025-12-28,CUST00123,CMP002,Debt Consolidation Loan,Lending,Display,Rate,False,,0
TCH000599,2025-07-09,CUST00184,CMP004,Card Rewards Upgrade,Cards,Display,Rate,False,,0
TCH000600,2026-01-25,CUST00223,CMP005,CD Maturity Winback,Deposits,Display,Control,False,,0
TCH000601,2026-01-08,CUST00269,CMP001,Savings Rate Booster,Deposits,Contact Center,Rate,False,,0
TCH000602,2025-12-25,CUST00367,CMP005,CD Maturity Winback,Deposits,Display,Control,False,,0
TCH000603,2026-03-18,CUST00324,CMP003,Invest Starter,Wealth,Contact Center,Control,False,,0
TCH000604,2025-11-28,CUST00119,CMP005,CD Maturity Winback,Deposits,Display,Cash Bonus,True,TXN0001395,93.55
TCH000605,2025-08-14,CUST00161,CMP003,Invest Starter,Wealth,Email,Rewards,False,,0
TCH000606,2025-07-10,CUST00243,CMP002,Debt Consolidation Loan,Lending,Email,Rewards,False,,0
TCH000607,2025-09-11,CUST00103,CMP004,Card Rewards Upgrade,Cards,In App,Control,False,,0
TCH000608,2025-03-30,CUST00434,CMP002,Debt Consolidation Loan,Lending,In App,Cash Bonus,False,,0
TCH000609,2025-06-20,CUST00369,CMP004,Card Rewards Upgrade,Cards,Display,Control,False,,0
TCH000610,2026-03-11,CUST00386,CMP002,Debt Consolidation Loan,Lending,Contact Center,Control,True,TXN0000764,108.11
TCH000611,2026-03-29,CUST00500,CMP005,CD Maturity Winback,Deposits,Email,Education,False,,0
TCH000612,2025-03-02,CUST00478,CMP005,CD Maturity Winback,Deposits,Paid Search,Control,False,,0
TCH000613,2026-03-18,CUST00427,CMP005,CD Maturity Winback,Deposits,Paid Search,Education,False,,0
TCH000614,2025-03-17,CUST00173,CMP005,CD Maturity Winback,Deposits,In App,Control,False,,0
TCH000615,2025-02-03,CUST00172,CMP003,Invest Starter,Wealth,Contact Center,Education,False,,0
TCH000616,2025-05-09,CUST00074,CMP005,CD Maturity Winback,Deposits,In App,Rewards,False,,0
TCH000617,2025-04-13,CUST00347,CMP002,Debt Consolidation Loan,Lending,Paid Search,Cash Bonus,False,,0
TCH000618,2026-06-28,CUST00424,CMP002,Debt Consolidation Loan,Lending,Contact Center,Control,False,,0
TCH000619,2025-12-19,CUST00258,CMP003,Invest Starter,Wealth,Email,Cash Bonus,False,,0
TCH000620,2025-05-29,CUST00030,CMP002,Debt Consolidation Loan,Lending,Paid Search,Rewards,False,,0
TCH000621,2025-02-17,CUST00188,CMP003,Invest Starter,Wealth,Paid Search,Education,False,,0
TCH000622,2025-09-01,CUST00403,CMP002,Debt Consolidation Loan,Lending,Paid Search,Rewards,True,TXN0000754,200.59
TCH000623,2026-01-15,CUST00393,CMP003,Invest Starter,Wealth,In App,Rate,False,,0
TCH000624,2025-03-07,CUST00313,CMP005,CD Maturity Winback,Deposits,Display,Education,True,TXN0000971,77.14
TCH000625,2025-10-20,CUST00384,CMP001,Savings Rate Booster,Deposits,Paid Search,Control,False,,0
TCH000626,2025-07-27,CUST00436,CMP005,CD Maturity Winback,Deposits,Paid Search,Rewards,False,,0
TCH000627,2025-08-19,CUST00191,CMP005,CD Maturity Winback,Deposits,Email,Control,False,,0
TCH000628,2026-08-23,CUST00341,CMP002,Debt Consolidation Loan,Lending,Email,Control,False,,0
TCH000629,2026-02-22,CUST00009,CMP003,Invest Starter,Wealth,Email,Rewards,True,TXN0001700,47.95
TCH000630,2026-02-04,CUST00065,CMP005,CD Maturity Winback,Deposits,Display,Control,False,,0
TCH000631,2025-06-15,CUST00110,CMP004,Card Rewards Upgrade,Cards,In App,Rate,False,,0
TCH000632,2025-02-24,CUST00043,CMP005,CD Maturity Winback,Deposits,In App,Rate,False,,0
TCH000633,2025-06-10,CUST00080,CMP005,CD Maturity Winback,Deposits,Paid Search,Rewards,True,TXN0001601,567.23
TCH000634,2025-03-19,CUST00461,CMP005,CD Maturity Winback,Deposits,In App,Rate,False,,0
TCH000635,2026-05-11,CUST00223,CMP004,Card Rewards Upgrade,Cards,Display,Rate,True,TXN0000081,97.68
TCH000636,2026-04-08,CUST00264,CMP005,CD Maturity Winback,Deposits,In App,Cash Bonus,False,,0
TCH000637,2026-09-02,CUST00436,CMP003,Invest Starter,Wealth,Email,Cash Bonus,False,,0
TCH000638,2025-09-18,CUST00029,CMP002,Debt Consolidation Loan,Lending,Email,Control,False,,0
TCH000639,2025-05-15,CUST00004,CMP002,Debt Consolidation Loan,Lending,In App,Education,False,,0
TCH000640,2026-05-22,CUST00287,CMP002,Debt Consolidation Loan,Lending,Email,Rate,False,,0
TCH000641,2025-12-21,CUST00327,CMP003,Invest Starter,Wealth,Paid Search,Education,False,,0
TCH000642,2026-02-14,CUST00258,CMP003,Invest Starter,Wealth,In App,Control,False,,0
TCH000643,2025-02-18,CUST00333,CMP002,Debt Consolidation Loan,Lending,Contact Center,Rate,False,,0
TCH000644,2026-04-16,CUST00209,CMP003,Invest Starter,Wealth,Display,Control,False,,0
TCH000645,2025-05-30,CUST00365,CMP005,CD Maturity Winback,Deposits,In App,Education,False,,0
TCH000646,2025-02-15,CUST00050,CMP005,CD Maturity Winback,Deposits,Contact Center,Rate,True,TXN0000720,139.97
TCH000647,2025-03-15,CUST00089,CMP004,Card Rewards Upgrade,Cards,Display,Control,True,TXN0002158,87.45
TCH000648,2025-10-15,CUST00126,CMP002,Debt Consolidation Loan,Lending,Email,Education,False,,0
TCH000649,2025-06-02,CUST00082,CMP003,Invest Starter,Wealth,Contact Center,Education,True,TXN0000696,115.88
TCH000650,2025-08-30,CUST00186,CMP002,Debt Consolidation Loan,Lending,Contact Center,Rate,True,TXN0002214,158.01
TCH000651,2026-02-01,CUST00452,CMP001,Savings Rate Booster,Deposits,In App,Rate,False,,0
TCH000652,2025-01-10,CUST00431,CMP004,Card Rewards Upgrade,Cards,Contact Center,Control,False,,0
TCH000653,2026-01-25,CUST00126,CMP004,Card Rewards Upgrade,Cards,In App,Education,False,,0
TCH000654,2025-11-10,CUST00362,CMP005,CD Maturity Winback,Deposits,In App,Rewards,False,,0
TCH000655,2025-02-13,CUST00024,CMP002,Debt Consolidation Loan,Lending,Email,Cash Bonus,True,TXN0000384,123.8
TCH000656,2025-02-21,CUST00400,CMP001,Savings Rate Booster,Deposits,Email,Rewards,False,,0
TCH000657,2025-09-05,CUST00223,CMP001,Savings Rate Booster,Deposits,Display,Control,False,,0
TCH000658,2026-09-14,CUST00430,CMP005,CD Maturity Winback,Deposits,Paid Search,Rate,False,,0
TCH000659,2026-06-26,CUST00004,CMP004,Card Rewards Upgrade,Cards,Email,Education,False,,0
TCH000660,2025-09-29,CUST00319,CMP001,Savings Rate Booster,Deposits,Display,Cash Bonus,False,,0
TCH000661,2026-01-08,CUST00479,CMP003,Invest Starter,Wealth,In App,Rate,False,,0
TCH000662,2025-12-19,CUST00203,CMP005,CD Maturity Winback,Deposits,Email,Education,False,,0
TCH000663,2026-03-15,CUST00233,CMP002,Debt Consolidation Loan,Lending,Paid Search,Rewards,False,,0
TCH000664,2025-04-30,CUST00376,CMP004,Card Rewards Upgrade,Cards,Contact Center,Education,False,,0
TCH000665,2025-05-25,CUST00385,CMP004,Card Rewards Upgrade,Cards,Paid Search,Education,False,,0
TCH000666,2025-04-20,CUST00206,CMP003,Invest Starter,Wealth,In App,Rewards,True,TXN0001167,84.01
TCH000667,2025-01-26,CUST00113,CMP005,CD Maturity Winback,Deposits,In App,Rate,False,,0
TCH000668,2025-07-20,CUST00051,CMP004,Card Rewards Upgrade,Cards,Contact Center,Rewards,False,,0
TCH000669,2025-02-17,CUST00422,CMP003,Invest Starter,Wealth,Paid Search,Cash Bonus,True,TXN0000413,70.68
TCH000670,2025-03-12,CUST00493,CMP004,Card Rewards Upgrade,Cards,In App,Rewards,False,,0
TCH000671,2026-03-11,CUST00254,CMP002,Debt Consolidation Loan,Lending,Email,Cash Bonus,True,TXN0000645,69.47
TCH000672,2026-04-14,CUST00037,CMP001,Savings Rate Booster,Deposits,Email,Cash Bonus,False,,0
TCH000673,2025-04-15,CUST00321,CMP002,Debt Consolidation Loan,Lending,Display,Education,False,,0
TCH000674,2026-09-08,CUST00058,CMP002,Debt Consolidation Loan,Lending,Contact Center,Rewards,False,,0
TCH000675,2026-03-02,CUST00455,CMP002,Debt Consolidation Loan,Lending,Email,Cash Bonus,False,,0
TCH000676,2026-01-22,CUST00161,CMP004,Card Rewards Upgrade,Cards,Contact Center,Rewards,False,,0
TCH000677,2026-05-10,CUST00262,CMP005,CD Maturity Winback,Deposits,Paid Search,Rewards,False,,0
TCH000678,2025-08-25,CUST00287,CMP005,CD Maturity Winback,Deposits,Contact Center,Rate,True,TXN0000824,536.94
TCH000679,2026-09-10,CUST00350,CMP004,Card Rewards Upgrade,Cards,Paid Search,Rewards,False,,0
TCH000680,2025-03-22,CUST00354,CMP002,Debt Consolidation Loan,Lending,Contact Center,Rate,False,,0
TCH000681,2026-09-01,CUST00400,CMP002,Debt Consolidation Loan,Lending,Paid Search,Rewards,True,TXN0001863,150.97
TCH000682,2025-12-04,CUST00197,CMP001,Savings Rate Booster,Deposits,Display,Control,False,,0
TCH000683,2025-09-28,CUST00465,CMP001,Savings Rate Booster,Deposits,Paid Search,Education,True,TXN0002142,31.26
TCH000684,2026-07-11,CUST00042,CMP001,Savings Rate Booster,Deposits,Paid Search,Education,False,,0
TCH000685,2026-05-07,CUST00144,CMP002,Debt Consolidation Loan,Lending,Email,Control,True,TXN0000565,699.55
TCH000686,2026-04-03,CUST00059,CMP005,CD Maturity Winback,Deposits,In App,Control,False,,0
TCH000687,2026-04-04,CUST00172,CMP004,Card Rewards Upgrade,Cards,Contact Center,Cash Bonus,False,,0
TCH000688,2025-10-19,CUST00245,CMP005,CD Maturity Winback,Deposits,In App,Education,False,,0
TCH000689,2025-11-20,CUST00030,CMP005,CD Maturity Winback,Deposits,Paid Search,Control,True,TXN0002499,175.51
TCH000690,2025-04-24,CUST00064,CMP004,Card Rewards Upgrade,Cards,In App,Cash Bonus,False,,0
TCH000691,2026-06-14,CUST00183,CMP004,Card Rewards Upgrade,Cards,Contact Center,Education,False,,0
TCH000692,2025-04-15,CUST00340,CMP005,CD Maturity Winback,Deposits,Email,Rewards,False,,0
TCH000693,2025-08-05,CUST00253,CMP001,Savings Rate Booster,Deposits,Display,Rewards,False,,0
TCH000694,2026-02-22,CUST00049,CMP002,Debt Consolidation Loan,Lending,Paid Search,Education,True,TXN0000275,109.32
TCH000695,2026-01-11,CUST00490,CMP004,Card Rewards Upgrade,Cards,In App,Rate,False,,0
TCH000696,2026-03-05,CUST00053,CMP004,Card Rewards Upgrade,Cards,Contact Center,Rewards,False,,0
TCH000697,2026-07-29,CUST00250,CMP002,Debt Consolidation Loan,Lending,Email,Education,False,,0
TCH000698,2026-08-28,CUST00270,CMP002,Debt Consolidation Loan,Lending,Contact Center,Control,False,,0
TCH000699,2025-06-20,CUST00272,CMP004,Card Rewards Upgrade,Cards,Email,Rate,False,,0
TCH000700,2025-03-20,CUST00256,CMP001,Savings Rate Booster,Deposits,In App,Cash Bonus,False,,0
TCH000701,2025-06-25,CUST00408,CMP002,Debt Consolidation Loan,Lending,Paid Search,Rewards,True,TXN0000658,164.2
TCH000702,2025-09-05,CUST00411,CMP001,Savings Rate Booster,Deposits,Contact Center,Cash Bonus,True,TXN0001782,207.08
TCH000703,2025-02-07,CUST00297,CMP003,Invest Starter,Wealth,Email,Cash Bonus,False,,0
TCH000704,2025-02-27,CUST00428,CMP005,CD Maturity Winback,Deposits,Paid Search,Education,False,,0
TCH000705,2025-10-30,CUST00384,CMP003,Invest Starter,Wealth,Display,Education,False,,0
TCH000706,2026-03-08,CUST00175,CMP002,Debt Consolidation Loan,Lending,Paid Search,Education,False,,0
TCH000707,2025-05-07,CUST00281,CMP005,CD Maturity Winback,Deposits,Display,Rate,True,TXN0002450,94.25
TCH000708,2025-06-07,CUST00324,CMP005,CD Maturity Winback,Deposits,Display,Control,True,TXN0000944,100.12
TCH000709,2025-10-06,CUST00415,CMP004,Card Rewards Upgrade,Cards,Paid Search,Cash Bonus,True,TXN0001746,109.63
TCH000710,2025-03-10,CUST00451,CMP005,CD Maturity Winback,Deposits,Display,Rewards,False,,0
TCH000711,2025-07-03,CUST00460,CMP004,Card Rewards Upgrade,Cards,Email,Rate,False,,0
TCH000712,2025-02-08,CUST00208,CMP002,Debt Consolidation Loan,Lending,In App,Rate,True,TXN0001576,135.11
TCH000713,2025-09-25,CUST00307,CMP005,CD Maturity Winback,Deposits,Email,Rate,False,,0
TCH000714,2025-11-22,CUST00129,CMP005,CD Maturity Winback,Deposits,Display,Rewards,False,,0
TCH000715,2025-02-23,CUST00398,CMP002,Debt Consolidation Loan,Lending,Email,Rewards,False,,0
TCH000716,2026-06-18,CUST00205,CMP005,CD Maturity Winback,Deposits,Display,Education,False,,0
TCH000717,2026-08-25,CUST00334,CMP001,Savings Rate Booster,Deposits,Display,Cash Bonus,False,,0
TCH000718,2026-04-21,CUST00276,CMP005,CD Maturity Winback,Deposits,Email,Education,True,TXN0000823,453.58
TCH000719,2025-06-30,CUST00310,CMP005,CD Maturity Winback,Deposits,In App,Rewards,False,,0
TCH000720,2025-04-06,CUST00169,CMP002,Debt Consolidation Loan,Lending,Contact Center,Control,False,,0
TCH000721,2025-07-31,CUST00450,CMP001,Savings Rate Booster,Deposits,In App,Rate,True,TXN0001804,131.7
TCH000722,2025-01-30,CUST00232,CMP004,Card Rewards Upgrade,Cards,Paid Search,Control,False,,0
TCH000723,2025-08-20,CUST00337,CMP004,Card Rewards Upgrade,Cards,Email,Rate,False,,0
TCH000724,2025-06-25,CUST00068,CMP003,Invest Starter,Wealth,Display,Control,False,,0
TCH000725,2025-08-24,CUST00269,CMP005,CD Maturity Winback,Deposits,Email,Rewards,False,,0
TCH000726,2025-08-29,CUST00095,CMP002,Debt Consolidation Loan,Lending,Display,Control,False,,0
TCH000727,2026-07-12,CUST00457,CMP001,Savings Rate Booster,Deposits,Display,Cash Bonus,True,TXN0002270,303.71
TCH000728,2025-10-31,CUST00087,CMP003,Invest Starter,Wealth,Contact Center,Cash Bonus,False,,0
TCH000729,2025-02-01,CUST00343,CMP002,Debt Consolidation Loan,Lending,Paid Search,Cash Bonus,True,TXN0000827,163.22
TCH000730,2026-09-08,CUST00358,CMP001,Savings Rate Booster,Deposits,In App,Cash Bonus,False,,0
TCH000731,2026-06-12,CUST00061,CMP001,Savings Rate Booster,Deposits,Email,Cash Bonus,False,,0
TCH000732,2025-01-09,CUST00141,CMP004,Card Rewards Upgrade,Cards,Contact Center,Cash Bonus,False,,0
TCH000733,2026-05-22,CUST00159,CMP001,Savings Rate Booster,Deposits,Contact Center,Education,False,,0
TCH000734,2025-03-08,CUST00362,CMP005,CD Maturity Winback,Deposits,In App,Control,False,,0
TCH000735,2025-05-18,CUST00160,CMP003,Invest Starter,Wealth,Display,Control,False,,0
TCH000736,2026-06-05,CUST00029,CMP005,CD Maturity Winback,Deposits,Paid Search,Rewards,False,,0
TCH000737,2025-03-14,CUST00342,CMP001,Savings Rate Booster,Deposits,Display,Rewards,True,TXN0000590,52.13
TCH000738,2025-10-01,CUST00316,CMP003,Invest Starter,Wealth,Contact Center,Rate,True,TXN0001674,121.15
TCH000739,2025-06-28,CUST00325,CMP001,Savings Rate Booster,Deposits,In App,Rewards,False,,0
TCH000740,2026-03-10,CUST00299,CMP004,Card Rewards Upgrade,Cards,Paid Search,Education,False,,0
TCH000741,2025-08-26,CUST00120,CMP003,Invest Starter,Wealth,Email,Education,False,,0
TCH000742,2025-03-08,CUST00048,CMP003,Invest Starter,Wealth,Contact Center,Rate,False,,0
TCH000743,2025-01-17,CUST00347,CMP005,CD Maturity Winback,Deposits,Paid Search,Cash Bonus,False,,0
TCH000744,2025-06-02,CUST00144,CMP002,Debt Consolidation Loan,Lending,In App,Rewards,False,,0
TCH000745,2025-07-12,CUST00263,CMP002,Debt Consolidation Loan,Lending,Paid Search,Rate,False,,0
TCH000746,2026-06-14,CUST00346,CMP003,Invest Starter,Wealth,Paid Search,Rate,False,,0
TCH000747,2026-04-29,CUST00107,CMP003,Invest Starter,Wealth,Contact Center,Rewards,False,,0
TCH000748,2026-09-19,CUST00463,CMP004,Card Rewards Upgrade,Cards,Email,Education,False,,0
TCH000749,2026-01-06,CUST00398,CMP004,Card Rewards Upgrade,Cards,Paid Search,Cash Bonus,False,,0
TCH000750,2026-07-30,CUST00373,CMP002,Debt Consolidation Loan,Lending,Paid Search,Education,True,TXN0001800,51.83
TCH000751,2025-01-22,CUST00176,CMP003,Invest Starter,Wealth,Paid Search,Cash Bonus,False,,0
TCH000752,2025-12-22,CUST00296,CMP001,Savings Rate Booster,Deposits,Contact Center,Education,True,TXN0002184,318.51
TCH000753,2026-09-16,CUST00192,CMP005,CD Maturity Winback,Deposits,In App,Control,False,,0
TCH000754,2026-03-14,CUST00292,CMP002,Debt Consolidation Loan,Lending,Contact Center,Rewards,False,,0
TCH000755,2025-08-03,CUST00168,CMP003,Invest Starter,Wealth,Email,Rewards,False,,0
TCH000756,2025-02-15,CUST00169,CMP004,Card Rewards Upgrade,Cards,Email,Education,False,,0
TCH000757,2025-01-05,CUST00104,CMP005,CD Maturity Winback,Deposits,Contact Center,Cash Bonus,True,TXN0001720,147.98
TCH000758,2026-07-18,CUST00070,CMP003,Invest Starter,Wealth,In App,Rate,False,,0
TCH000759,2026-09-18,CUST00146,CMP003,Invest Starter,Wealth,In App,Education,False,,0
TCH000760,2026-04-06,CUST00221,CMP004,Card Rewards Upgrade,Cards,Contact Center,Education,False,,0
TCH000761,2025-01-17,CUST00234,CMP003,Invest Starter,Wealth,Email,Rewards,False,,0
TCH000762,2026-03-20,CUST00447,CMP001,Savings Rate Booster,Deposits,Email,Cash Bonus,False,,0
TCH000763,2025-03-26,CUST00226,CMP005,CD Maturity Winback,Deposits,Paid Search,Education,True,TXN0002182,467.8
TCH000764,2026-04-04,CUST00408,CMP003,Invest Starter,Wealth,In App,Cash Bonus,True,TXN0001142,94.54
