sales_month,region,segment,product_id,channel_id,applications,funded_sales,sales_amount,estimated_revenue,new_customer_sales,conversion_rate
2026-01,Southeast,Mass Affluent,P004,C005,1,1,10611.18,84.89,0,1.0
2025-06,Midwest,Digital Native,P002,C001,1,1,15613.86,62.46,0,1.0
2025-11,West,Rate Shopper,P005,C003,1,0,0.0,0.0,0,0.0
2025-08,West,Rate Shopper,P001,C002,2,2,24810.22,148.86,1,1.0
2025-02,Southeast,Emerging Affluent,P002,C003,1,1,28970.64,115.88,1,1.0
2026-09,Southwest,Rate Shopper,P002,C004,1,1,8268.93,33.08,0,1.0
2025-10,West,Digital Native,P003,C002,2,2,36221.68,1159.09,0,1.0
2026-09,Southwest,Rate Shopper,P004,C003,1,1,40411.33,323.29,0,1.0
2026-08,Southwest,Emerging Affluent,P003,C002,2,2,13833.56,442.68,0,1.0
2025-04,Midwest,Rate Shopper,P002,C004,1,1,13399.67,53.6,0,1.0
2025-07,Northeast,Emerging Affluent,P005,C004,1,1,3061.37,125.52,1,1.0
2025-03,Midwest,Mass Affluent,P005,C002,1,1,3015.21,123.62,0,1.0
2025-02,Southeast,Borrower,P001,C001,1,1,25972.97,155.84,0,1.0
2025-01,Midwest,Borrower,P005,C001,1,0,0.0,0.0,0,0.0
2026-07,Southwest,Emerging Affluent,P002,C004,1,0,0.0,0.0,0,0.0
2025-09,Northeast,Borrower,P004,C002,1,1,33097.03,264.78,1,1.0
2025-04,West,Rate Shopper,P005,C003,1,1,3791.17,155.44,0,1.0
2025-08,Northeast,Mass Affluent,P002,C001,3,2,47830.7,191.32,1,0.6667
2025-06,Midwest,Mass Affluent,P001,C004,1,0,0.0,0.0,0,0.0
2025-12,Southwest,Emerging Affluent,P001,C005,1,0,0.0,0.0,0,0.0
2025-12,Midwest,Emerging Affluent,P004,C005,1,1,33813.37,270.51,0,1.0
2025-10,Southeast,Rate Shopper,P003,C005,1,0,0.0,0.0,0,0.0
2025-06,West,Digital Native,P001,C001,1,0,0.0,0.0,0,0.0
2025-03,Southeast,Digital Native,P004,C004,1,0,0.0,0.0,0,0.0
2025-09,Midwest,Digital Native,P003,C002,1,1,9742.26,311.75,0,1.0
2026-03,Northeast,Emerging Affluent,P001,C005,1,1,23327.89,139.97,0,1.0
2026-01,Southeast,Mass Affluent,P001,C002,1,1,38117.99,228.71,0,1.0
2025-12,Midwest,Emerging Affluent,P001,C001,1,1,18362.33,110.17,0,1.0
2026-07,Midwest,Emerging Affluent,P004,C002,2,2,49761.68,398.1,0,1.0
2025-05,West,Mass Affluent,P002,C001,1,1,23321.98,93.29,1,1.0
2026-08,West,Digital Native,P001,C001,1,0,0.0,0.0,0,0.0
2025-03,Southwest,Mass Affluent,P001,C002,1,1,23369.0,140.21,0,1.0
2025-05,West,Digital Native,P002,C004,1,1,26825.95,107.3,0,1.0
2025-04,Midwest,Emerging Affluent,P001,C003,1,1,8244.04,49.46,0,1.0
2025-11,Southeast,Emerging Affluent,P005,C005,1,0,0.0,0.0,0,0.0
2026-01,Midwest,Digital Native,P001,C005,1,1,21226.3,127.36,0,1.0
2026-09,Northeast,Digital Native,P002,C005,1,0,0.0,0.0,0,0.0
2026-01,West,Emerging Affluent,P003,C004,1,1,19167.78,613.37,1,1.0
2026-09,Midwest,Emerging Affluent,P001,C003,1,0,0.0,0.0,0,0.0
2025-10,Southwest,Mass Affluent,P001,C002,1,1,21389.37,128.34,0,1.0
2025-02,Midwest,Rate Shopper,P004,C001,1,1,14713.47,117.71,0,1.0
2025-07,Southwest,Digital Native,P004,C005,1,1,38960.75,311.69,0,1.0
2025-12,West,Mass Affluent,P002,C001,1,1,14020.26,56.08,0,1.0
2026-05,Southeast,Borrower,P005,C004,1,1,4213.46,172.75,0,1.0
2025-03,Midwest,Mass Affluent,P002,C004,1,0,0.0,0.0,0,0.0
2026-06,Northeast,Rate Shopper,P002,C005,1,0,0.0,0.0,0,0.0
2025-10,Northeast,Digital Native,P002,C003,1,1,15113.61,60.45,0,1.0
2026-09,Northeast,Rate Shopper,P002,C005,2,2,78306.94,313.23,2,1.0
2025-11,Midwest,Borrower,P001,C002,1,0,0.0,0.0,0,0.0
2025-10,Northeast,Borrower,P003,C002,1,1,10596.89,339.1,0,1.0
2025-07,Southeast,Rate Shopper,P001,C001,2,1,9741.53,58.45,0,0.5
2025-05,West,Borrower,P004,C005,1,1,13400.73,107.21,0,1.0
2026-04,Southeast,Rate Shopper,P004,C005,1,1,25353.07,202.82,0,1.0
2026-07,Midwest,Mass Affluent,P001,C002,1,1,30322.76,181.94,1,1.0
2026-02,Midwest,Rate Shopper,P001,C002,1,0,0.0,0.0,0,0.0
2026-04,Northeast,Emerging Affluent,P004,C005,1,1,25757.98,206.06,0,1.0
2026-02,Northeast,Rate Shopper,P004,C002,2,1,25073.99,200.59,0,0.5
2025-10,Northeast,Borrower,P004,C001,1,0,0.0,0.0,0,0.0
2026-09,Northeast,Emerging Affluent,P005,C001,1,0,0.0,0.0,0,0.0
2025-08,Midwest,Rate Shopper,P004,C004,1,0,0.0,0.0,0,0.0
2025-05,Northeast,Emerging Affluent,P002,C001,1,1,33338.39,133.35,0,1.0
2026-06,Southeast,Rate Shopper,P004,C004,2,2,64069.08,512.55,2,1.0
2025-07,Southeast,Rate Shopper,P003,C002,1,1,24959.45,798.7,0,1.0
2025-12,Southwest,Borrower,P002,C004,1,0,0.0,0.0,0,0.0
2025-05,Southeast,Rate Shopper,P005,C005,1,1,2440.14,100.05,0,1.0
2025-06,Southwest,Digital Native,P002,C004,2,1,35372.77,141.49,0,0.5
2025-05,West,Borrower,P001,C004,1,1,18019.14,108.11,0,1.0
2026-03,Southeast,Emerging Affluent,P002,C002,1,1,21615.72,86.46,1,1.0
2025-01,Northeast,Digital Native,P002,C005,2,2,28115.76,112.46,0,1.0
2025-05,West,Borrower,P003,C005,1,1,12200.99,390.43,0,1.0
2026-06,West,Borrower,P005,C004,1,0,0.0,0.0,0,0.0
2025-07,Southwest,Rate Shopper,P004,C003,1,1,17661.65,141.29,0,1.0
2025-04,Northeast,Borrower,P003,C005,1,0,0.0,0.0,0,0.0
2026-02,Northeast,Digital Native,P001,C005,1,1,26341.42,158.05,0,1.0
2025-10,West,Rate Shopper,P005,C001,1,0,0.0,0.0,0,0.0
2025-07,West,Rate Shopper,P004,C001,1,1,33698.68,269.59,0,1.0
2026-01,Southeast,Mass Affluent,P004,C001,1,0,0.0,0.0,0,0.0
2026-03,Southwest,Emerging Affluent,P003,C003,1,0,0.0,0.0,0,0.0
2026-09,Southeast,Rate Shopper,P003,C005,2,2,23864.5,763.66,1,1.0
2025-07,West,Rate Shopper,P005,C004,1,1,2366.01,97.01,0,1.0
2026-02,Northeast,Digital Native,P004,C002,1,0,0.0,0.0,0,0.0
2026-06,West,Digital Native,P001,C002,1,1,24081.32,144.49,0,1.0
2025-11,Southwest,Mass Affluent,P005,C002,1,1,4194.64,171.98,1,1.0
2026-01,Southeast,Borrower,P002,C004,2,1,19000.36,76.0,0,0.5
2025-09,Northeast,Rate Shopper,P002,C005,1,1,24457.87,97.83,1,1.0
2025-01,Southwest,Mass Affluent,P001,C002,1,1,6697.21,40.18,0,1.0
2025-05,Southeast,Mass Affluent,P004,C005,2,1,21183.83,169.47,1,0.5
2026-02,West,Borrower,P003,C002,1,1,17076.78,546.46,0,1.0
2025-08,West,Emerging Affluent,P004,C001,1,1,19134.77,153.08,0,1.0
2025-07,Southwest,Digital Native,P003,C001,1,1,9954.1,318.53,0,1.0
2026-05,Southeast,Mass Affluent,P003,C003,2,2,46144.64,1476.63,0,1.0
2026-09,Southeast,Emerging Affluent,P001,C002,1,1,17727.62,106.37,1,1.0
2025-08,West,Mass Affluent,P003,C001,1,1,17224.39,551.18,0,1.0
2025-07,Midwest,Rate Shopper,P003,C004,1,0,0.0,0.0,0,0.0
2026-08,Southeast,Borrower,P004,C001,1,0,0.0,0.0,0,0.0
2026-03,Southwest,Mass Affluent,P002,C004,1,0,0.0,0.0,0,0.0
2025-07,West,Rate Shopper,P004,C004,1,1,16572.42,132.58,0,1.0
2026-06,West,Digital Native,P002,C001,1,1,26813.2,107.25,0,1.0
2025-07,West,Mass Affluent,P001,C001,1,0,0.0,0.0,0,0.0
2025-08,Northeast,Rate Shopper,P002,C001,1,0,0.0,0.0,0,0.0
2025-08,Midwest,Borrower,P001,C003,1,1,12932.65,77.6,0,1.0
2025-10,Northeast,Borrower,P001,C004,1,1,11812.7,70.88,1,1.0
2025-11,Midwest,Rate Shopper,P004,C004,1,0,0.0,0.0,0,0.0
2025-02,Northeast,Digital Native,P004,C004,1,1,30037.69,240.3,1,1.0
2026-08,Midwest,Rate Shopper,P004,C002,1,1,21507.48,172.06,1,1.0
2026-04,Southeast,Digital Native,P001,C001,2,2,25984.54,155.91,0,1.0
2026-02,Southwest,Mass Affluent,P003,C003,2,1,22183.16,709.86,1,0.5
2025-05,Southwest,Mass Affluent,P004,C004,1,0,0.0,0.0,0,0.0
2025-01,West,Mass Affluent,P002,C001,1,0,0.0,0.0,0,0.0
2026-01,Southwest,Digital Native,P001,C002,1,0,0.0,0.0,0,0.0
2026-08,Southeast,Rate Shopper,P002,C002,2,2,80537.31,322.15,2,1.0
2026-04,Southeast,Rate Shopper,P005,C004,1,1,2531.46,103.79,0,1.0
2026-05,West,Emerging Affluent,P003,C003,1,1,9131.53,292.21,1,1.0
2026-07,Northeast,Mass Affluent,P001,C003,1,1,20403.17,122.42,0,1.0
2025-08,Northeast,Rate Shopper,P004,C001,2,2,38753.47,310.02,1,1.0
2025-12,Northeast,Emerging Affluent,P004,C001,2,2,44340.59,354.72,0,1.0
2026-06,Midwest,Rate Shopper,P004,C002,1,1,31944.52,255.56,1,1.0
2026-06,Southeast,Borrower,P004,C005,1,1,24264.9,194.12,0,1.0
2025-05,Northeast,Digital Native,P005,C001,1,1,4283.46,175.62,1,1.0
2025-07,West,Rate Shopper,P001,C004,2,1,17247.03,103.48,0,0.5
2025-12,Southeast,Emerging Affluent,P005,C001,1,1,4466.72,183.14,1,1.0
2026-03,Midwest,Emerging Affluent,P003,C001,1,1,14174.28,453.58,0,1.0
2026-02,Southwest,Mass Affluent,P003,C002,1,1,16779.5,536.94,1,1.0
2025-02,Midwest,Digital Native,P004,C001,1,1,10203.29,81.63,1,1.0
2025-03,Northeast,Rate Shopper,P003,C002,1,1,4299.58,137.59,1,1.0
2025-08,Northeast,Digital Native,P004,C001,1,1,20402.62,163.22,1,1.0
2025-10,Midwest,Mass Affluent,P003,C005,1,0,0.0,0.0,0,0.0
2025-06,West,Emerging Affluent,P003,C002,1,1,13734.0,439.49,0,1.0
2026-03,Southeast,Borrower,P001,C004,1,1,20193.15,121.16,1,1.0
2025-01,West,Emerging Affluent,P001,C002,2,2,22019.72,132.12,1,1.0
2025-01,Midwest,Mass Affluent,P001,C001,1,1,8728.84,52.37,0,1.0
2025-05,Midwest,Emerging Affluent,P005,C002,1,0,0.0,0.0,0,0.0
2025-09,Northeast,Mass Affluent,P003,C005,1,1,12199.72,390.39,1,1.0
2025-12,Northeast,Mass Affluent,P003,C003,1,0,0.0,0.0,0,0.0
2025-01,Southwest,Borrower,P003,C005,1,1,8974.9,287.2,0,1.0
2026-05,Southwest,Borrower,P002,C003,1,1,39173.11,156.69,0,1.0
2026-01,Southeast,Emerging Affluent,P001,C002,1,1,19595.96,117.58,0,1.0
2025-09,Southwest,Digital Native,P005,C002,1,1,4077.09,167.16,0,1.0
2026-08,West,Rate Shopper,P002,C001,1,1,22324.88,89.3,0,1.0
2025-12,Midwest,Digital Native,P004,C005,1,1,17138.81,137.11,0,1.0
2025-10,Midwest,Rate Shopper,P002,C005,1,1,51239.78,204.96,0,1.0
2025-10,Midwest,Rate Shopper,P003,C001,1,1,15960.6,510.74,0,1.0
2026-03,Northeast,Emerging Affluent,P003,C001,1,1,14643.55,468.59,0,1.0
2025-10,Midwest,Borrower,P002,C003,1,0,0.0,0.0,0,0.0
2025-07,West,Borrower,P003,C002,1,1,8653.94,276.93,0,1.0
2025-12,Midwest,Digital Native,P001,C004,1,1,18075.82,108.45,0,1.0
2026-09,Southeast,Rate Shopper,P003,C003,1,1,22145.2,708.65,0,1.0
2025-07,Northeast,Emerging Affluent,P005,C002,1,1,3199.85,131.19,0,1.0
2025-07,Southeast,Digital Native,P004,C005,1,1,29990.13,239.92,0,1.0
2026-03,Midwest,Borrower,P002,C005,1,1,23153.0,92.61,0,1.0
2026-02,Midwest,Emerging Affluent,P004,C004,1,1,13439.86,107.52,0,1.0
2025-10,Midwest,Mass Affluent,P005,C005,1,1,2570.5,105.39,0,1.0
2026-06,Northeast,Mass Affluent,P001,C004,1,1,15959.34,95.76,0,1.0
2025-10,Southeast,Emerging Affluent,P005,C001,1,1,3292.61,135.0,0,1.0
2025-02,Southwest,Rate Shopper,P005,C005,1,1,2795.6,114.62,0,1.0
2025-11,Midwest,Rate Shopper,P002,C003,2,0,0.0,0.0,0,0.0
2025-03,Northeast,Borrower,P002,C001,1,1,39859.03,159.44,1,1.0
2026-06,Midwest,Emerging Affluent,P004,C001,1,1,22002.35,176.02,1,1.0
2025-07,Southwest,Digital Native,P004,C004,1,1,28317.82,226.54,0,1.0
2026-03,Southeast,Digital Native,P005,C001,1,1,1255.72,51.48,1,1.0
2026-06,Southeast,Mass Affluent,P002,C002,2,2,51780.58,207.12,0,1.0
2026-01,Southeast,Digital Native,P005,C004,1,1,1793.08,73.52,0,1.0
2025-06,Midwest,Borrower,P004,C004,2,2,45012.41,360.1,1,1.0
2025-02,Midwest,Emerging Affluent,P005,C004,1,0,0.0,0.0,0,0.0
2025-01,Southeast,Rate Shopper,P004,C003,1,0,0.0,0.0,0,0.0
2026-06,Southeast,Emerging Affluent,P005,C004,1,1,3079.43,126.26,0,1.0
2026-04,Southeast,Borrower,P005,C003,1,1,2772.72,113.68,0,1.0
2025-09,Northeast,Rate Shopper,P005,C005,2,1,3212.1,131.7,0,0.5
2025-06,Northeast,Mass Affluent,P001,C001,1,1,22050.8,132.3,0,1.0
2025-08,Midwest,Borrower,P004,C003,1,0,0.0,0.0,0,0.0
2025-03,West,Emerging Affluent,P004,C004,1,1,20361.19,162.89,1,1.0
2026-01,Southeast,Emerging Affluent,P001,C004,1,0,0.0,0.0,0,0.0
2026-07,Northeast,Emerging Affluent,P002,C005,1,1,15761.26,63.05,1,1.0
2025-07,West,Mass Affluent,P003,C002,1,1,14233.15,455.46,0,1.0
2025-07,Midwest,Rate Shopper,P001,C001,2,2,37452.55,224.72,1,1.0
2026-07,Northeast,Borrower,P004,C005,1,1,26631.15,213.05,0,1.0
2026-05,Southwest,Mass Affluent,P002,C005,1,1,20511.43,82.05,0,1.0
2026-03,Northeast,Digital Native,P001,C004,1,1,8959.91,53.76,1,1.0
2025-08,Southeast,Rate Shopper,P001,C004,2,1,8906.28,53.44,0,0.5
2026-02,Midwest,Rate Shopper,P003,C003,1,0,0.0,0.0,0,0.0
2026-06,West,Borrower,P005,C002,1,0,0.0,0.0,0,0.0
2026-09,Midwest,Mass Affluent,P001,C004,1,0,0.0,0.0,0,0.0
2025-02,Midwest,Rate Shopper,P002,C003,1,1,35788.43,143.15,0,1.0
2025-02,Southwest,Digital Native,P002,C001,1,1,33734.35,134.94,0,1.0
2025-01,West,Borrower,P005,C004,1,0,0.0,0.0,0,0.0
2026-03,Southeast,Rate Shopper,P002,C003,1,1,33067.0,132.27,1,1.0
2025-02,West,Mass Affluent,P005,C005,1,0,0.0,0.0,0,0.0
2026-02,Southwest,Borrower,P002,C005,1,1,31262.67,125.05,1,1.0
2025-07,Southeast,Rate Shopper,P003,C005,1,1,6230.7,199.38,0,1.0
2026-07,Midwest,Emerging Affluent,P003,C003,1,1,14763.55,472.43,0,1.0
2025-04,Northeast,Emerging Affluent,P005,C005,2,0,0.0,0.0,0,0.0
2026-06,West,Mass Affluent,P002,C002,1,1,33755.32,135.02,0,1.0
2025-02,Southwest,Rate Shopper,P003,C002,1,1,22281.55,713.01,0,1.0
2025-10,Southeast,Borrower,P004,C001,1,1,20350.68,162.81,0,1.0
2026-01,Southeast,Mass Affluent,P003,C005,2,2,16031.35,513.01,1,1.0
2026-06,Midwest,Rate Shopper,P002,C004,1,1,27549.31,110.2,0,1.0
2025-12,Southeast,Emerging Affluent,P001,C005,1,0,0.0,0.0,0,0.0
2026-03,Northeast,Borrower,P005,C004,1,0,0.0,0.0,0,0.0
2026-02,Southeast,Borrower,P001,C005,1,1,31979.6,191.88,0,1.0
2026-06,West,Borrower,P005,C005,2,1,2434.98,99.83,0,0.5
2025-01,Southeast,Emerging Affluent,P002,C002,1,1,24255.5,97.02,0,1.0
2025-02,Southeast,Digital Native,P005,C004,1,1,4865.31,199.48,0,1.0
2025-05,West,Digital Native,P005,C001,1,0,0.0,0.0,0,0.0
2025-01,Northeast,Digital Native,P001,C004,1,1,26678.12,160.07,0,1.0
2026-02,Southwest,Mass Affluent,P005,C002,1,1,5670.28,232.48,0,1.0
2025-07,Southeast,Borrower,P001,C004,1,1,23359.13,140.15,0,1.0
2025-09,Southwest,Emerging Affluent,P002,C001,1,0,0.0,0.0,0,0.0
2025-04,Northeast,Digital Native,P002,C003,1,1,26736.48,106.95,0,1.0
2026-08,Midwest,Mass Affluent,P002,C003,1,1,14858.46,59.43,0,1.0
2026-09,Midwest,Borrower,P001,C003,1,0,0.0,0.0,0,0.0
2025-10,West,Borrower,P003,C004,1,1,12337.94,394.81,0,1.0
2025-11,Southwest,Rate Shopper,P005,C002,1,1,2741.0,112.38,0,1.0
2026-08,Midwest,Borrower,P002,C004,1,1,41893.73,167.57,0,1.0
2026-08,West,Mass Affluent,P001,C002,1,1,20062.7,120.38,0,1.0
2025-02,Southwest,Rate Shopper,P001,C005,2,2,25482.4,152.9,0,1.0
2025-09,Southwest,Mass Affluent,P005,C003,2,1,2175.72,89.2,0,0.5
2025-04,West,Digital Native,P004,C003,2,0,0.0,0.0,0,0.0
2025-03,Southeast,Rate Shopper,P005,C005,1,0,0.0,0.0,0,0.0
2026-08,Northeast,Digital Native,P004,C002,1,0,0.0,0.0,0,0.0
2026-09,Northeast,Digital Native,P005,C002,1,1,292.52,11.99,0,1.0
2026-03,Southeast,Mass Affluent,P001,C004,1,1,14430.88,86.59,0,1.0
2025-01,West,Rate Shopper,P002,C004,1,1,26830.88,107.32,0,1.0
2025-02,Southeast,Borrower,P001,C002,1,1,18697.28,112.18,1,1.0
2025-05,Southeast,Emerging Affluent,P004,C003,1,1,20535.08,164.28,0,1.0
2026-08,Southeast,Mass Affluent,P003,C003,1,0,0.0,0.0,0,0.0
2026-04,West,Emerging Affluent,P004,C004,1,0,0.0,0.0,0,0.0
2026-08,Midwest,Rate Shopper,P002,C002,1,1,46200.44,184.8,0,1.0
2025-11,Northeast,Digital Native,P004,C004,1,1,12924.85,103.4,0,1.0
2025-11,West,Mass Affluent,P001,C002,1,1,16019.66,96.12,0,1.0
2025-11,Southwest,Digital Native,P003,C004,1,0,0.0,0.0,0,0.0
2026-06,Southwest,Digital Native,P002,C004,1,1,23566.03,94.26,0,1.0
2025-04,Southeast,Mass Affluent,P003,C005,1,1,21190.22,678.09,1,1.0
2026-07,West,Mass Affluent,P005,C001,1,1,2442.04,100.12,1,1.0
2025-07,West,Rate Shopper,P001,C003,1,1,14957.05,89.74,0,1.0
2025-09,Midwest,Emerging Affluent,P004,C004,3,2,38974.94,311.8,0,0.6667
2025-03,Northeast,Emerging Affluent,P001,C002,1,1,19773.97,118.64,0,1.0
2025-11,Northeast,Borrower,P005,C001,1,1,3444.19,141.21,0,1.0
2026-04,West,Borrower,P002,C003,2,1,47660.96,190.64,0,0.5
2025-08,Midwest,Digital Native,P001,C005,1,1,27406.99,164.44,1,1.0
2026-03,Southwest,Borrower,P002,C001,1,1,22050.83,88.2,1,1.0
2026-01,Northeast,Emerging Affluent,P004,C005,1,1,15794.58,126.36,0,1.0
2025-09,Northeast,Mass Affluent,P004,C003,1,1,20264.05,162.11,1,1.0
2025-12,West,Mass Affluent,P003,C001,2,1,24636.16,788.36,0,0.5
2025-01,Northeast,Digital Native,P004,C002,1,1,10632.99,85.06,0,1.0
2026-05,Northeast,Borrower,P001,C003,1,0,0.0,0.0,0,0.0
2025-08,Midwest,Emerging Affluent,P004,C004,1,1,17826.32,142.61,0,1.0
2025-01,Midwest,Rate Shopper,P005,C005,1,0,0.0,0.0,0,0.0
2026-07,West,Digital Native,P003,C003,1,1,15985.84,511.55,0,1.0
2025-08,Northeast,Mass Affluent,P005,C004,1,1,3338.16,136.86,1,1.0
2026-07,Northeast,Borrower,P004,C002,1,1,20090.81,160.73,1,1.0
2025-02,Southeast,Rate Shopper,P004,C004,1,1,3834.19,30.67,0,1.0
2025-10,Midwest,Rate Shopper,P002,C001,2,2,46492.33,185.97,0,1.0
2026-09,Southeast,Borrower,P001,C005,1,1,20465.5,122.79,0,1.0
2026-06,Midwest,Borrower,P003,C004,1,0,0.0,0.0,0,0.0
2026-08,Southwest,Emerging Affluent,P001,C003,1,1,12856.79,77.14,0,1.0
2026-06,Southeast,Borrower,P003,C005,1,1,15252.63,488.08,1,1.0
2026-07,West,Emerging Affluent,P004,C003,2,2,50637.41,405.1,1,1.0
2026-07,West,Borrower,P003,C004,1,1,9068.82,290.2,0,1.0
2026-07,West,Mass Affluent,P001,C001,1,1,24123.51,144.74,1,1.0
2026-06,Northeast,Mass Affluent,P005,C004,1,0,0.0,0.0,0,0.0
2026-02,Southeast,Mass Affluent,P004,C003,1,1,19366.71,154.93,0,1.0
2025-08,Southwest,Borrower,P001,C003,1,0,0.0,0.0,0,0.0
2026-04,Southwest,Mass Affluent,P002,C003,2,1,45078.82,180.32,1,0.5
2025-03,Midwest,Emerging Affluent,P001,C004,2,2,29301.96,175.81,1,1.0
2025-07,West,Borrower,P001,C002,1,1,2437.65,14.63,0,1.0
2025-05,Midwest,Borrower,P005,C004,1,0,0.0,0.0,0,0.0
2026-03,Northeast,Rate Shopper,P003,C001,1,0,0.0,0.0,0,0.0
2025-06,West,Mass Affluent,P003,C005,2,2,26454.41,846.54,0,1.0
2026-06,Northeast,Emerging Affluent,P005,C003,1,1,2197.31,90.09,0,1.0
2025-01,Southeast,Mass Affluent,P005,C004,1,1,2427.09,99.51,1,1.0
2025-07,Northeast,Mass Affluent,P001,C003,1,1,18876.53,113.26,1,1.0
2025-12,Midwest,Borrower,P002,C001,1,1,30984.03,123.94,0,1.0
2025-10,Southeast,Emerging Affluent,P001,C002,1,1,15042.65,90.26,0,1.0
2026-07,Northeast,Borrower,P004,C003,1,1,38567.34,308.54,0,1.0
2026-09,Northeast,Borrower,P005,C005,1,1,4059.39,166.43,0,1.0
2025-08,Southwest,Emerging Affluent,P002,C001,1,0,0.0,0.0,0,0.0
2025-03,West,Rate Shopper,P001,C003,1,0,0.0,0.0,0,0.0
2025-11,West,Borrower,P004,C003,1,1,18153.62,145.23,0,1.0
2025-11,Midwest,Borrower,P004,C003,1,0,0.0,0.0,0,0.0
2025-06,West,Rate Shopper,P005,C002,1,0,0.0,0.0,0,0.0
2026-07,Northeast,Emerging Affluent,P003,C001,1,0,0.0,0.0,0,0.0
2025-12,Southeast,Borrower,P003,C004,1,1,14025.77,448.82,0,1.0
2025-01,Northeast,Borrower,P003,C002,1,1,11012.23,352.39,0,1.0
2026-02,Midwest,Emerging Affluent,P003,C004,1,1,17214.2,550.85,0,1.0
2025-02,Southwest,Mass Affluent,P001,C005,2,1,9254.46,55.53,1,0.5
2025-04,Southeast,Emerging Affluent,P004,C005,1,1,8633.17,69.07,1,1.0
2025-03,Midwest,Borrower,P002,C002,1,1,11010.85,44.04,0,1.0
2025-10,Southwest,Mass Affluent,P001,C005,1,0,0.0,0.0,0,0.0
2026-08,Southeast,Emerging Affluent,P003,C002,1,1,13655.7,436.98,0,1.0
2025-07,Southwest,Mass Affluent,P001,C001,1,0,0.0,0.0,0,0.0
2025-02,Southeast,Emerging Affluent,P002,C004,1,1,25995.56,103.98,1,1.0
2025-12,Southwest,Digital Native,P003,C005,1,1,17834.48,570.7,0,1.0
2025-08,West,Rate Shopper,P002,C001,1,1,24044.41,96.18,0,1.0
2025-11,Midwest,Emerging Affluent,P002,C002,2,2,62164.96,248.66,1,1.0
2025-10,Southeast,Mass Affluent,P002,C002,1,0,0.0,0.0,0,0.0
2025-04,Midwest,Emerging Affluent,P004,C003,1,1,11896.18,95.17,0,1.0
2026-08,West,Borrower,P002,C001,1,1,27789.1,111.16,0,1.0
2025-10,Southeast,Mass Affluent,P004,C003,1,1,25155.22,201.24,0,1.0
2025-09,West,Digital Native,P005,C002,1,1,4875.41,199.89,1,1.0
2025-05,Midwest,Digital Native,P002,C004,1,1,18829.35,75.32,0,1.0
2025-01,Southwest,Digital Native,P001,C003,1,1,19137.08,114.82,0,1.0
2026-01,Southwest,Mass Affluent,P001,C002,1,1,15553.35,93.32,1,1.0
2026-02,Northeast,Mass Affluent,P005,C004,2,2,7484.67,306.88,1,1.0
2026-02,Northeast,Digital Native,P003,C004,1,0,0.0,0.0,0,0.0
2026-08,Southeast,Digital Native,P004,C003,1,1,41457.8,331.66,1,1.0
2026-06,Northeast,Emerging Affluent,P003,C005,1,0,0.0,0.0,0,0.0
2025-11,Midwest,Rate Shopper,P001,C001,1,0,0.0,0.0,0,0.0
2026-04,Southwest,Rate Shopper,P004,C002,1,0,0.0,0.0,0,0.0
2026-03,West,Mass Affluent,P002,C002,1,1,27028.28,108.11,1,1.0
2025-12,West,Mass Affluent,P004,C002,1,1,29873.56,238.99,1,1.0
2025-09,Southeast,Mass Affluent,P004,C004,1,0,0.0,0.0,0,0.0
2025-12,West,Emerging Affluent,P002,C004,2,1,16355.47,65.42,0,0.5
2026-05,West,Borrower,P001,C003,1,1,11027.81,66.17,0,1.0
2025-08,Southeast,Emerging Affluent,P005,C002,1,0,0.0,0.0,0,0.0
2025-05,Southwest,Rate Shopper,P001,C002,1,1,22206.79,133.24,1,1.0
2026-01,West,Emerging Affluent,P001,C003,1,1,14237.6,85.43,0,1.0
2025-07,Midwest,Emerging Affluent,P003,C004,1,1,10097.34,323.11,0,1.0
2025-04,Northeast,Emerging Affluent,P001,C003,2,1,20073.03,120.44,1,0.5
2026-04,Northeast,Rate Shopper,P005,C004,1,1,2253.38,92.39,0,1.0
2026-03,West,Emerging Affluent,P001,C003,1,1,17514.75,105.09,0,1.0
2025-12,West,Rate Shopper,P003,C004,1,0,0.0,0.0,0,0.0
2026-06,West,Borrower,P002,C004,1,1,28152.7,112.61,1,1.0
2026-04,Northeast,Emerging Affluent,P005,C005,1,1,940.37,38.56,0,1.0
2026-01,Southwest,Rate Shopper,P004,C004,1,1,31902.97,255.22,0,1.0
2025-10,West,Rate Shopper,P001,C005,1,1,20636.78,123.82,0,1.0
2025-02,West,Borrower,P003,C003,1,1,10566.73,338.14,0,1.0
2025-04,Midwest,Mass Affluent,P001,C005,1,1,14646.69,87.88,1,1.0
2026-04,West,Digital Native,P003,C003,2,1,9953.42,318.51,1,0.5
2026-01,Southeast,Mass Affluent,P001,C003,2,1,13628.85,81.77,0,0.5
2025-12,Northeast,Borrower,P005,C001,1,1,4872.68,199.78,1,1.0
2025-04,Southwest,Rate Shopper,P001,C004,1,0,0.0,0.0,0,0.0
2025-09,Southeast,Rate Shopper,P005,C005,1,1,3078.4,126.21,1,1.0
2026-05,Southwest,Mass Affluent,P002,C003,1,1,24191.28,96.77,0,1.0
2025-01,West,Mass Affluent,P003,C003,1,1,13676.48,437.65,1,1.0
2025-04,Northeast,Digital Native,P005,C003,1,1,3319.9,136.12,1,1.0
2025-10,Southeast,Emerging Affluent,P001,C005,1,1,16818.66,100.91,0,1.0
